Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
9;C(9, 1, 2, 3);2;1.25;8;27
9;C(9, 1, 2, 4);2;1.25;8;27
9;C(9, 1, 3, 4);2;1.25;8;27
9;C(9, 2, 3, 4);2;1.25;8;27
