Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
849;C(849, 1, 381);21;13.73585;162;1698
849;C(849, 234, 424);21;13.73585;162;1698
