Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(55; 1, 5, 8, 19)";3;2,11111;220;9058697
"C(55; 2, 3, 11, 18)";3;2,11111;220;9058697
"C(55; 2, 3, 15, 24)";3;2,11111;220;9058697
"C(55; 2, 12, 21, 27)";3;2,11111;220;9058697
"C(55; 2, 16, 17, 26)";3;2,11111;220;9058697
"C(55; 3, 4, 13, 15)";3;2,11111;220;9058697
"C(55; 3, 4, 20, 22)";3;2,11111;220;9058697
"C(55; 3, 11, 15, 24)";3;2,11111;220;9058697
"C(55; 4, 6, 19, 22)";3;2,11111;220;9058697
"C(55; 4, 10, 11, 13)";3;2,11111;220;9058697
"C(55; 4, 11, 25, 27)";3;2,11111;220;9058697
"C(55; 5, 9, 11, 12)";3;2,11111;220;9058697
"C(55; 6, 7, 22, 25)";3;2,11111;220;9058697
"C(55; 6, 8, 9, 13)";3;2,11111;220;9058697
"C(55; 6, 8, 19, 26)";3;2,11111;220;9058697
"C(55; 6, 8, 23, 27)";3;2,11111;220;9058697
"C(55; 6, 9, 10, 17)";3;2,11111;220;9058697
"C(55; 6, 10, 11, 13)";3;2,11111;220;9058697
"C(55; 6, 10, 13, 27)";3;2,11111;220;9058697
"C(55; 7, 8, 11, 13)";3;2,11111;220;9058697
"C(55; 7, 9, 12, 13)";3;2,11111;220;9058697
"C(55; 7, 9, 15, 19)";3;2,11111;220;9058697
"C(55; 7, 11, 13, 23)";3;2,11111;220;9058697
"C(55; 8, 9, 12, 14)";3;2,11111;220;9058697
"C(55; 8, 9, 13, 15)";3;2,11111;220;9058697
"C(55; 8, 11, 12, 17)";3;2,11111;220;9058697
"C(55; 8, 14, 17, 18)";3;2,11111;220;9058697
"C(55; 8, 20, 22, 26)";3;2,11111;220;9058697
"C(55; 9, 10, 12, 16)";3;2,11111;220;9058697
"C(55; 9, 10, 17, 22)";3;2,11111;220;9058697
"C(55; 10, 16, 24, 27)";3;2,11111;220;9058697
"C(55; 11, 14, 18, 20)";3;2,11111;220;9058697
"C(55; 11, 17, 25, 26)";3;2,11111;220;9058697
"C(55; 11, 18, 20, 21)";3;2,11111;220;9058697
"C(55; 11, 21, 25, 27)";3;2,11111;220;9058697
"C(55; 12, 14, 18, 21)";3;2,11111;220;9058697
"C(55; 12, 16, 18, 26)";3;2,11111;220;9058697
"C(55; 12, 16, 22, 25)";3;2,11111;220;9058697
"C(55; 12, 20, 22, 26)";3;2,11111;220;9058697
"C(55; 13, 15, 19, 22)";3;2,11111;220;9058697
"C(55; 14, 15, 17, 22)";3;2,11111;220;9058697
"C(55; 14, 15, 18, 24)";3;2,11111;220;9058697
"C(55; 14, 16, 21, 22)";3;2,11111;220;9058697
"C(55; 14, 16, 22, 26)";3;2,11111;220;9058697
"C(55; 14, 17, 18, 25)";3;2,11111;220;9058697
"C(55; 14, 18, 24, 26)";3;2,11111;220;9058697
"C(55; 16, 18, 22, 25)";3;2,11111;220;9058697
"C(55; 16, 21, 22, 24)";3;2,11111;220;9058697
"C(55; 18, 20, 23, 24)";3;2,11111;220;9058697
