N,K,S,diameter,averageShortestPathLength,edges
2263,5,C(2263;1;11;50;418;660),7,4.8523430592396108,11315
2263,5,C(2263;1;24;264;980;1063),7,4.8523430592396108,11315
2263,5,C(2263;1;34;539;1024;1032),7,4.8523430592396108,11315
2263,5,C(2263;1;38;60;416;823),7,4.8523430592396108,11315
2263,5,C(2263;1;103;369;599;748),7,4.8523430592396108,11315
2263,5,C(2263;1;136;642;892;1041),7,4.8523430592396108,11315
2263,5,C(2263;1;157;478;536;1061),7,4.8523430592396108,11315
2263,5,C(2263;1;205;443;621;747),7,4.8523430592396108,11315
2263,5,C(2263;1;489;613;785;1063),7,4.8523430592396108,11315
2263,5,C(2263;1;571;850;892;953),7,4.8523430592396108,11315
