N,K,S,diameter,averageShortestPathLength,edges
467,5,C(467;1;8;50;96;118),5,3.3648068669527897,2335
467,5,C(467;1;8;58;79;210),5,3.3648068669527897,2335
467,5,C(467;1;12;102;123;175),5,3.3648068669527897,2335
467,5,C(467;1;17;180;201;207),5,3.3648068669527897,2335
467,5,C(467;1;28;35;114;224),5,3.3648068669527897,2335
467,5,C(467;1;39;127;180;225),5,3.3648068669527897,2335
467,5,C(467;1;40;87;110;186),5,3.3648068669527897,2335
467,5,C(467;1;55;93;153;177),5,3.3648068669527897,2335
467,5,C(467;1;96;149;209;231),5,3.3648068669527897,2335
467,5,C(467;1;124;143;175;185),5,3.3648068669527897,2335
