N,K,S,diameter,averageShortestPathLength,edges
1019,5,C(1019;1;11;97;309;448),6,4.0432220039292730,5095
1019,5,C(1019;1;21;231;237;375),6,4.0432220039292730,5095
1019,5,C(1019;1;28;69;352;484),6,4.0432220039292730,5095
1019,5,C(1019;1;40;101;186;297),6,4.0432220039292730,5095
1019,5,C(1019;1;43;116;179;257),6,4.0432220039292730,5095
1019,5,C(1019;1;55;126;281;498),6,4.0432220039292730,5095
1019,5,C(1019;1;74;125;343;432),6,4.0432220039292730,5095
1019,5,C(1019;1;133;182;330;454),6,4.0432220039292730,5095
1019,5,C(1019;1;192;199;281;330),6,4.0432220039292730,5095
1019,5,C(1019;1;226;278;306;472),6,4.0432220039292730,5095
