N,K,S,diameter,averageShortestPathLength,edges
933,5,C(933;1;12;154;353;419),5,3.9656652360515023,4665
933,5,C(933;1;28;103;239;303),5,3.9656652360515023,4665
933,5,C(933;1;32;316;353;462),5,3.9656652360515023,4665
933,5,C(933;1;37;100;358;444),5,3.9656652360515023,4665
933,5,C(933;1;37;251;300;437),5,3.9656652360515023,4665
933,5,C(933;1;47;183;254;262),5,3.9656652360515023,4665
933,5,C(933;1;62;118;279;427),5,3.9656652360515023,4665
933,5,C(933;1;69;86;203;383),5,3.9656652360515023,4665
933,5,C(933;1;74;123;397;451),5,3.9656652360515023,4665
933,5,C(933;1;146;236;331;339),5,3.9656652360515023,4665
933,5,C(933;1;170;216;290;371),5,3.9656652360515023,4665
933,5,C(933;1;246;309;335;411),5,3.9656652360515023,4665
933,5,C(933;1;255;285;298;399),5,3.9656652360515023,4665
933,5,C(933;1;306;340;368;379),5,3.9656652360515023,4665
