N,K,S,diameter,averageShortestPathLength,edges
1153,5,C(1153;1;23;38;316;471),6,4.1631944444444446,5765
1153,5,C(1153;1;60;282;371;388),6,4.1631944444444446,5765
1153,5,C(1153;1;69;91;200;213),6,4.1631944444444446,5765
1153,5,C(1153;1;79;221;323;353),6,4.1631944444444446,5765
1153,5,C(1153;1;98;120;156;306),6,4.1631944444444446,5765
1153,5,C(1153;1;114;221;249;401),6,4.1631944444444446,5765
1153,5,C(1153;1;120;256;301;442),6,4.1631944444444446,5765
1153,5,C(1153;1;135;170;354;518),6,4.1631944444444446,5765
1153,5,C(1153;1;206;226;419;552),6,4.1631944444444446,5765
1153,5,C(1153;1;317;375;540;572),6,4.1631944444444446,5765
