N,K,S,diameter,averageShortestPathLength,edges
1821,5,C(1821;1;13;87;270;572),6,4.6329670329670334,9105
1821,5,C(1821;1;19;154;430;779),6,4.6329670329670334,9105
1821,5,C(1821;1;24;146;176;805),6,4.6329670329670334,9105
1821,5,C(1821;1;41;406;575;679),6,4.6329670329670334,9105
1821,5,C(1821;1;44;140;441;567),6,4.6329670329670334,9105
1821,5,C(1821;1;59;281;598;674),6,4.6329670329670334,9105
1821,5,C(1821;1;75;467;550;686),6,4.6329670329670334,9105
1821,5,C(1821;1;77;394;414;776),6,4.6329670329670334,9105
1821,5,C(1821;1;121;631;661;758),6,4.6329670329670334,9105
1821,5,C(1821;1;301;472;533;547),6,4.6329670329670334,9105
1821,5,C(1821;1;473;620;794;846),6,4.6329670329670334,9105
1821,5,C(1821;1;528;538;659;882),6,4.6329670329670334,9105
