N,K,S,diameter,averageShortestPathLength,edges
422,5,C(422;1;6;37;102;125),4,3.2874109263657956,2110
422,5,C(422;1;6;85;121;189),4,3.2874109263657956,2110
422,5,C(422;1;7;26;88;118),4,3.2874109263657956,2110
422,5,C(422;1;7;68;152;183),4,3.2874109263657956,2110
422,5,C(422;1;7;74;131;172),4,3.2874109263657956,2110
422,5,C(422;1;10;46;52;199),4,3.2874109263657956,2110
422,5,C(422;1;10;61;107;139),4,3.2874109263657956,2110
422,5,C(422;1;10;113;152;203),4,3.2874109263657956,2110
422,5,C(422;1;13;36;142;183),4,3.2874109263657956,2110
422,5,C(422;1;14;19;83;143),4,3.2874109263657956,2110
422,5,C(422;1;14;104;127;174),4,3.2874109263657956,2110
422,5,C(422;1;15;36;91;118),4,3.2874109263657956,2110
422,5,C(422;1;17;76;162;188),4,3.2874109263657956,2110
422,5,C(422;1;27;155;162;200),4,3.2874109263657956,2110
422,5,C(422;1;29;36;76;203),4,3.2874109263657956,2110
422,5,C(422;1;31;68;182;190),4,3.2874109263657956,2110
422,5,C(422;1;33;62;88;138),4,3.2874109263657956,2110
422,5,C(422;1;35;85;160;184),4,3.2874109263657956,2110
422,5,C(422;1;36;57;84;124),4,3.2874109263657956,2110
422,5,C(422;1;36;66;123;172),4,3.2874109263657956,2110
422,5,C(422;1;36;82;197;203),4,3.2874109263657956,2110
422,5,C(422;1;37;54;66;154),4,3.2874109263657956,2110
422,5,C(422;1;49;57;80;94),4,3.2874109263657956,2110
422,5,C(422;1;51;64;182;200),4,3.2874109263657956,2110
422,5,C(422;1;51;79;110;148),4,3.2874109263657956,2110
422,5,C(422;1;52;70;97;206),4,3.2874109263657956,2110
422,5,C(422;1;53;88;113;126),4,3.2874109263657956,2110
422,5,C(422;1;54;65;79;192),4,3.2874109263657956,2110
422,5,C(422;1;54;84;91;104),4,3.2874109263657956,2110
422,5,C(422;1;64;108;164;181),4,3.2874109263657956,2110
422,5,C(422;1;69;86;100;144),4,3.2874109263657956,2110
422,5,C(422;1;70;82;181;207),4,3.2874109263657956,2110
422,5,C(422;1;70;84;149;160),4,3.2874109263657956,2110
422,5,C(422;1;71;111;134;163),4,3.2874109263657956,2110
422,5,C(422;1;79;96;110;181),4,3.2874109263657956,2110
422,5,C(422;1;87;118;182;198),4,3.2874109263657956,2110
422,5,C(422;1;103;162;176;198),4,3.2874109263657956,2110
422,5,C(422;1;108;136;159;170),4,3.2874109263657956,2110
422,5,C(422;1;116;123;162;205),4,3.2874109263657956,2110
422,5,C(422;1;126;138;179;196),4,3.2874109263657956,2110
422,5,C(422;1;126;139;166;199),4,3.2874109263657956,2110
422,5,C(422;1;130;142;177;202),4,3.2874109263657956,2110
