N,K,S,diameter,averageShortestPathLength,edges
416,5,C(416;1;6;27;98;177),4,3.2771084337349397,2080
416,5,C(416;1;7;56;128;195),4,3.2771084337349397,2080
416,5,C(416;1;7;105;116;167),4,3.2771084337349397,2080
416,5,C(416;1;8;21;88;127),4,3.2771084337349397,2080
416,5,C(416;1;8;29;109;156),4,3.2771084337349397,2080
416,5,C(416;1;8;42;109;121),4,3.2771084337349397,2080
416,5,C(416;1;8;91;119;160),4,3.2771084337349397,2080
416,5,C(416;1;9;40;127;182),4,3.2771084337349397,2080
416,5,C(416;1;9;60;126;151),4,3.2771084337349397,2080
416,5,C(416;1;11;47;109;126),4,3.2771084337349397,2080
416,5,C(416;1;11;103;141;166),4,3.2771084337349397,2080
416,5,C(416;1;13;22;96;174),4,3.2771084337349397,2080
416,5,C(416;1;13;33;129;180),4,3.2771084337349397,2080
416,5,C(416;1;13;56;160;183),4,3.2771084337349397,2080
416,5,C(416;1;13;58;66;193),4,3.2771084337349397,2080
416,5,C(416;1;13;63;108;193),4,3.2771084337349397,2080
416,5,C(416;1;13;71;105;146),4,3.2771084337349397,2080
416,5,C(416;1;13;72;103;153),4,3.2771084337349397,2080
416,5,C(416;1;13;76;97;129),4,3.2771084337349397,2080
416,5,C(416;1;13;97;162;198),4,3.2771084337349397,2080
416,5,C(416;1;13;152;160;183),4,3.2771084337349397,2080
416,5,C(416;1;14;35;137;182),4,3.2771084337349397,2080
416,5,C(416;1;14;63;132;185),4,3.2771084337349397,2080
416,5,C(416;1;15;52;168;187),4,3.2771084337349397,2080
416,5,C(416;1;15;63;99;122),4,3.2771084337349397,2080
416,5,C(416;1;15;76;95;119),4,3.2771084337349397,2080
416,5,C(416;1;15;92;102;151),4,3.2771084337349397,2080
416,5,C(416;1;16;27;95;141),4,3.2771084337349397,2080
416,5,C(416;1;16;41;77;173),4,3.2771084337349397,2080
416,5,C(416;1;16;153;159;188),4,3.2771084337349397,2080
416,5,C(416;1;17;27;66;140),4,3.2771084337349397,2080
416,5,C(416;1;18;23;101;153),4,3.2771084337349397,2080
416,5,C(416;1;18;45;59;129),4,3.2771084337349397,2080
416,5,C(416;1;19;30;96;140),4,3.2771084337349397,2080
416,5,C(416;1;19;48;101;127),4,3.2771084337349397,2080
416,5,C(416;1;19;123;129;174),4,3.2771084337349397,2080
416,5,C(416;1;21;26;158;167),4,3.2771084337349397,2080
416,5,C(416;1;21;30;47;134),4,3.2771084337349397,2080
416,5,C(416;1;21;66;75;101),4,3.2771084337349397,2080
416,5,C(416;1;23;53;150;187),4,3.2771084337349397,2080
416,5,C(416;1;23;56;95;182),4,3.2771084337349397,2080
416,5,C(416;1;24;40;93;99),4,3.2771084337349397,2080
416,5,C(416;1;24;55;171;186),4,3.2771084337349397,2080
416,5,C(416;1;24;87;117;191),4,3.2771084337349397,2080
