N,K,S,diameter,averageShortestPathLength,edges
2293,5,C(2293;1;12;649;859;913),7,4.8717277486910993,11465
2293,5,C(2293;1;18;512;849;982),7,4.8717277486910993,11465
2293,5,C(2293;1;19;65;361;839),7,4.8717277486910993,11465
2293,5,C(2293;1;19;362;600;1042),7,4.8717277486910993,11465
2293,5,C(2293;1;31;366;450;687),7,4.8717277486910993,11465
2293,5,C(2293;1;42;100;363;554),7,4.8717277486910993,11465
2293,5,C(2293;1;65;600;635;789),7,4.8717277486910993,11465
2293,5,C(2293;1;69;114;468;520),7,4.8717277486910993,11465
2293,5,C(2293;1;74;392;432;1095),7,4.8717277486910993,11465
2293,5,C(2293;1;93;563;768;834),7,4.8717277486910993,11465
2293,5,C(2293;1;96;216;273;500),7,4.8717277486910993,11465
2293,5,C(2293;1;115;137;191;1027),7,4.8717277486910993,11465
2293,5,C(2293;1;118;318;980;1120),7,4.8717277486910993,11465
2293,5,C(2293;1;118;520;905;1049),7,4.8717277486910993,11465
2293,5,C(2293;1;121;166;517;719),7,4.8717277486910993,11465
2293,5,C(2293;1;138;210;510;986),7,4.8717277486910993,11465
2293,5,C(2293;1;241;654;922;969),7,4.8717277486910993,11465
2293,5,C(2293;1;330;404;638;720),7,4.8717277486910993,11465
2293,5,C(2293;1;335;455;538;637),7,4.8717277486910993,11465
2293,5,C(2293;1;337;397;512;659),7,4.8717277486910993,11465
2293,5,C(2293;1;341;759;950;1036),7,4.8717277486910993,11465
2293,5,C(2293;1;343;362;635;1141),7,4.8717277486910993,11465
2293,5,C(2293;1;366;379;1003;1038),7,4.8717277486910993,11465
2293,5,C(2293;1;423;704;720;800),7,4.8717277486910993,11465
2293,5,C(2293;1;437;658;669;719),7,4.8717277486910993,11465
2293,5,C(2293;1;451;479;634;741),7,4.8717277486910993,11465
2293,5,C(2293;1;460;659;730;892),7,4.8717277486910993,11465
2293,5,C(2293;1;500;544;1018;1122),7,4.8717277486910993,11465
2293,5,C(2293;1;571;674;836;1072),7,4.8717277486910993,11465
2293,5,C(2293;1;618;660;730;849),7,4.8717277486910993,11465
