N,K,S,diameter,averageShortestPathLength,edges
1811,5,C(1811;1;35;328;556;711),6,4.6287292817679555,9055
1811,5,C(1811;1;111;124;270;817),6,4.6287292817679555,9055
1811,5,C(1811;1;111;262;275;309),6,4.6287292817679555,9055
1811,5,C(1811;1;114;368;441;639),6,4.6287292817679555,9055
1811,5,C(1811;1;133;193;275;310),6,4.6287292817679555,9055
1811,5,C(1811;1;207;486;812;889),6,4.6287292817679555,9055
1811,5,C(1811;1;270;310;394;409),6,4.6287292817679555,9055
1811,5,C(1811;1;354;408;501;838),6,4.6287292817679555,9055
1811,5,C(1811;1;563;628;674;890),6,4.6287292817679555,9055
1811,5,C(1811;1;598;646;688;878),6,4.6287292817679555,9055
