N,K,S,diameter,averageShortestPathLength,edges
1244,5,C(1244;1;22;57;247;355),6,4.2405470635559128,6220
1244,5,C(1244;1;27;181;200;269),6,4.2405470635559128,6220
1244,5,C(1244;1;36;315;345;400),6,4.2405470635559128,6220
1244,5,C(1244;1;37;64;245;477),6,4.2405470635559128,6220
1244,5,C(1244;1;43;67;208;260),6,4.2405470635559128,6220
1244,5,C(1244;1;55;184;375;524),6,4.2405470635559128,6220
1244,5,C(1244;1;59;126;277;383),6,4.2405470635559128,6220
1244,5,C(1244;1;86;454;551;590),6,4.2405470635559128,6220
1244,5,C(1244;1;94;166;174;219),6,4.2405470635559128,6220
1244,5,C(1244;1;100;233;320;475),6,4.2405470635559128,6220
1244,5,C(1244;1;133;253;417;466),6,4.2405470635559128,6220
1244,5,C(1244;1;152;342;354;473),6,4.2405470635559128,6220
1244,5,C(1244;1;159;371;419;546),6,4.2405470635559128,6220
1244,5,C(1244;1;164;315;516;557),6,4.2405470635559128,6220
1244,5,C(1244;1;168;198;263;378),6,4.2405470635559128,6220
1244,5,C(1244;1;191;376;589;599),6,4.2405470635559128,6220
1244,5,C(1244;1;233;352;405;440),6,4.2405470635559128,6220
1244,5,C(1244;1;433;459;480;495),6,4.2405470635559128,6220
