N,K,S,diameter,averageShortestPathLength,edges
2125,5,C(2125;1;22;153;344;851),7,4.7881355932203391,10625
2125,5,C(2125;1;37;404;612;871),7,4.7881355932203391,10625
2125,5,C(2125;1;39;100;366;458),7,4.7881355932203391,10625
2125,5,C(2125;1;58;130;340;372),7,4.7881355932203391,10625
2125,5,C(2125;1;109;275;481;1047),7,4.7881355932203391,10625
2125,5,C(2125;1;272;447;849;931),7,4.7881355932203391,10625
2125,5,C(2125;1;296;338;389;650),7,4.7881355932203391,10625
2125,5,C(2125;1;325;617;723;747),7,4.7881355932203391,10625
2125,5,C(2125;1;402;476;483;908),7,4.7881355932203391,10625
2125,5,C(2125;1;403;735;959;1020),7,4.7881355932203391,10625
2125,5,C(2125;1;417;595;811;1040),7,4.7881355932203391,10625
