N,K,S,diameter,averageShortestPathLength,edges
795,5,C(795;1;12;204;242;355),5,3.8261964735516374,3975
795,5,C(795;1;16;84;111;386),5,3.8261964735516374,3975
795,5,C(795;1;18;100;142;173),5,3.8261964735516374,3975
795,5,C(795;1;23;78;215;276),5,3.8261964735516374,3975
795,5,C(795;1;23;140;321;394),5,3.8261964735516374,3975
795,5,C(795;1;28;74;291;380),5,3.8261964735516374,3975
795,5,C(795;1;40;107;249;341),5,3.8261964735516374,3975
795,5,C(795;1;52;228;242;305),5,3.8261964735516374,3975
795,5,C(795;1;111;206;311;336),5,3.8261964735516374,3975
795,5,C(795;1;149;156;204;274),5,3.8261964735516374,3975
795,5,C(795;1;193;220;294;376),5,3.8261964735516374,3975
