N,K,S,diameter,averageShortestPathLength,edges
1513,5,C(1513;1;30;415;498;723),6,4.4417989417989414,7565
1513,5,C(1513;1;62;164;609;688),6,4.4417989417989414,7565
1513,5,C(1513;1;78;179;286;424),6,4.4417989417989414,7565
1513,5,C(1513;1;97;277;508;720),6,4.4417989417989414,7565
1513,5,C(1513;1;122;161;339;721),6,4.4417989417989414,7565
1513,5,C(1513;1;159;355;456;733),6,4.4417989417989414,7565
1513,5,C(1513;1;164;253;284;398),6,4.4417989417989414,7565
1513,5,C(1513;1;175;567;604;711),6,4.4417989417989414,7565
1513,5,C(1513;1;266;286;353;478),6,4.4417989417989414,7565
1513,5,C(1513;1;383;507;542;602),6,4.4417989417989414,7565
