N,K,S,diameter,averageShortestPathLength,edges
1387,5,C(1387;1;55;338;362;572),6,4.3506493506493502,6935
1387,5,C(1387;1;58;199;504;526),6,4.3506493506493502,6935
1387,5,C(1387;1;81;105;119;390),6,4.3506493506493502,6935
1387,5,C(1387;1;123;200;550;583),6,4.3506493506493502,6935
1387,5,C(1387;1;137;341;515;663),6,4.3506493506493502,6935
1387,5,C(1387;1;230;311;530;588),6,4.3506493506493502,6935
1387,5,C(1387;1;237;371;400;568),6,4.3506493506493502,6935
1387,5,C(1387;1;267;473;523;580),6,4.3506493506493502,6935
1387,5,C(1387;1;344;493;534;634),6,4.3506493506493502,6935
1387,5,C(1387;1;364;388;472;676),6,4.3506493506493502,6935
