N,K,S,diameter,averageShortestPathLength,edges
2087,5,C(2087;1;14;530;840;899),7,4.7727708533077662,10435
2087,5,C(2087;1;52;554;942;971),7,4.7727708533077662,10435
2087,5,C(2087;1;59;189;655;881),7,4.7727708533077662,10435
2087,5,C(2087;1;60;149;336;383),7,4.7727708533077662,10435
2087,5,C(2087;1;65;338;910;1029),7,4.7727708533077662,10435
2087,5,C(2087;1;71;293;763;777),7,4.7727708533077662,10435
2087,5,C(2087;1;93;118;342;784),7,4.7727708533077662,10435
2087,5,C(2087;1;94;172;416;806),7,4.7727708533077662,10435
2087,5,C(2087;1;111;262;275;309),7,4.7727708533077662,10435
2087,5,C(2087;1;144;441;671;1012),7,4.7727708533077662,10435
2087,5,C(2087;1;182;412;580;602),7,4.7727708533077662,10435
2087,5,C(2087;1;231;421;597;915),7,4.7727708533077662,10435
2087,5,C(2087;1;241;389;423;800),7,4.7727708533077662,10435
2087,5,C(2087;1;283;378;775;970),7,4.7727708533077662,10435
2087,5,C(2087;1;325;392;406;902),7,4.7727708533077662,10435
