Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
64;C(64, 1, 4, 25);4;2.60317;161534;192
64;C(64, 1, 23, 28);4;2.60317;161534;192
64;C(64, 3, 5, 20);4;2.60317;161534;192
64;C(64, 3, 11, 12);4;2.60317;161534;192
64;C(64, 4, 7, 31);4;2.60317;161534;192
64;C(64, 4, 9, 15);4;2.60317;161534;192
64;C(64, 4, 17, 23);4;2.60317;161534;192
64;C(64, 5, 12, 13);4;2.60317;161534;192
64;C(64, 7, 17, 28);4;2.60317;161534;192
64;C(64, 9, 28, 31);4;2.60317;161534;192
64;C(64, 11, 19, 20);4;2.60317;161534;192
64;C(64, 12, 19, 27);4;2.60317;161534;192
64;C(64, 12, 21, 29);4;2.60317;161534;192
64;C(64, 13, 20, 21);4;2.60317;161534;192
64;C(64, 15, 25, 28);4;2.60317;161534;192
64;C(64, 20, 27, 29);4;2.60317;161534;192
