Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
800;C(800, 1, 39);20;13.34168;102;1600
800;C(800, 1, 41);20;13.34168;102;1600
800;C(800, 1, 121);20;13.34168;102;1600
800;C(800, 1, 119);20;13.34168;102;1600
800;C(800, 1, 281);20;13.34168;102;1600
800;C(800, 1, 279);20;13.34168;102;1600
800;C(800, 1, 380);20;13.34168;102;1600
800;C(800, 1, 359);20;13.34168;102;1600
800;C(800, 1, 361);20;13.34168;102;1600
