"C(3; 1, 2)";1;1;6;7
"C(4; 1, 2)";1;1;8;22
"C(5; 1, 2)";1;1;10;50
"C(6; 1, 2)";2;1,2;12;106
"C(7; 1, 2)";2;1,33333;14;197
"C(8; 1, 2)";2;1,42857;16;333
"C(9; 1, 2)";2;1,5;18;560
"C(10; 1, 4)";2;1,55556;20;838
"C(11; 1, 3)";2;1,6;22;1326
"C(13; 1, 5)";2;1,66667;26;2791
"C(14; 1, 4)";3;1,76923;28;3369
"C(15; 1, 4)";3;1,85714;30;4839
"C(16; 1, 6)";3;1,93333;32;6306
"C(17; 1, 4)";3;2;34;8950
"C(18; 1, 4)";3;2,05882;36;11050
"C(19; 1, 4)";3;2,11111;38;13958
"C(20; 1, 8)";3;2,15789;40;15852
"C(21; 1, 6)";3;2,2;42;20500
"C(22; 1, 6)";3;2,2381;44;25020
"C(23; 1, 5)";3;2,27273;46;32089
"C(25; 1, 7)";3;2,33333;50;46932
"C(26; 1, 10)";4;2,4;52;53363
"C(27; 1, 6)";4;2,46154;54;65699
"C(28; 1, 6)";4;2,51852;56;73973
"C(29; 1, 8)";4;2,57143;58;95580
"C(31; 1, 7)";4;2,66667;62;125858
"C(32; 1, 7)";4;2,70968;64;131103
"C(33; 1, 6)";4;2,75;66;159963
"C(34; 1, 6)";4;2,78788;68;173819
"C(35; 1, 10)";4;2,82353;70;215101
"C(36; 1, 8)";4;2,85714;72;211093
"C(37; 1, 8)";4;2,88889;74;285411
"C(38; 1, 16)";4;2,91892;76;295156
"C(39; 1, 7)";4;2,94737;78;345755
"C(41; 1, 9)";4;3;82;463493
"C(42; 1, 16)";5;3,04878;84;432408
"C(43; 1, 12)";5;3,09524;86;578818
"C(44; 1, 8)";5;3,13953;88;569833
"C(45; 1, 8)";5;3,18182;90;659626
"C(46; 1, 10)";5;3,22222;92;715453
"C(47; 1, 13)";5;3,26087;94;880824
"C(48; 1, 20)";5;3,29787;96;808733
"C(49; 1, 9)";5;3,33333;98;1065368
"C(50; 1, 9)";5;3,36735;100;1030786
"C(51; 1, 9)";5;3,4;102;1212353
"C(52; 1, 8)";5;3,43137;104;1250582
"C(53; 1, 8)";5;3,46154;106;1549271
"C(54; 1, 12)";5;3,49057;108;1420775
"C(55; 1, 10)";5;3,51852;110;1805006
"C(56; 1, 10)";5;3,54545;112;1757007
"C(57; 1, 24)";5;3,57143;114;2055567
"C(58; 1, 22)";5;3,59649;116;2127376
"C(59; 1, 9)";5;3,62069;118;2601383
"C(61; 1, 11)";5;3,66667;122;3036598
"C(62; 1, 26)";6;3,70492;124;2920507
"C(63; 1, 24)";6;3,74194;126;3307465
"C(64; 1, 14)";6;3,77778;128;3414944
"C(65; 1, 10)";6;3,8125;130;4044666
"C(66; 1, 10)";6;3,84615;132;3751565
"C(67; 1, 12)";6;3,87879;134;4848999
"C(68; 1, 26)";6;3,91045;136;4564356
"C(69; 1, 15)";6;3,94118;138;5175727
"C(71; 1, 11)";6;4;142;6302241
"C(72; 1, 11)";6;4,02817;144;5519438
"C(73; 1, 11)";6;4,05556;146;7328684
"C(74; 1, 22)";6;4,08219;148;6882529
"C(75; 1, 10)";6;4,10811;150;7576045
"C(76; 1, 10)";6;4,13333;152;7851176
"C(77; 1, 14)";6;4,15789;154;9476084
"C(78; 1, 12)";6;4,18182;156;8986912
"C(79; 1, 12)";6;4,20513;158;10971302
"C(80; 1, 22)";6;4,22785;160;10231550
"C(81; 1, 24)";6;4,25;162;11659390
"C(82; 1, 36)";6;4,2716;164;11792482
"C(83; 1, 11)";6;4,29268;166;14080677
"C(85; 1, 13)";6;4,33333;170;15014122
"C(86; 1, 36)";7;4,36471;172;15257303
"C(87; 1, 24)";7;4,39535;174;16527059
"C(88; 1, 26)";7;4,42529;176;16322932
"C(89; 1, 16)";7;4,45455;178;20749615
"C(90; 1, 12)";7;4,48315;180;17678733
"C(91; 1, 12)";7;4,51111;182;23145459
"C(92; 1, 14)";7;4,53846;184;21758123
"C(93; 1, 39)";7;4,56522;186;24384302
"C(94; 1, 26)";7;4,5914;188;24584709
"C(95; 1, 17)";7;4,61702;190;28222256
"C(96; 1, 42)";7;4,64211;192;24280123
"C(97; 1, 13)";7;4,66667;194;29667483
"C(98; 1, 13)";7;4,69072;196;26419286
"C(99; 1, 13)";7;4,71429;198;32848688
"C(100; 1, 18)";7;4,73737;200;36063032
"C(101; 1, 30)";7;4,76;202;354876
"C(102; 1, 12)";7;4,78218;204;329992
"C(103; 1, 12)";7;4,80392;206;380297
"C(104; 1, 16)";7;4,82524;208;367225
"C(105; 1, 14)";7;4,84615;210;377783
"C(106; 1, 14)";7;4,86667;212;397328
"C(107; 1, 41)";7;4,88679;214;437378
"C(108; 1, 32)";7;4,90654;216;402311
"C(109; 1, 30)";7;4,92593;218;474072
"C(110; 1, 46)";7;4,94495;220;440862
"C(111; 1, 13)";7;4,96364;222;477235
