Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(127; 1, 9, 52)";5;3,33333;381;100116
"C(127; 1, 14, 34)";5;3,33333;381;100116
"C(127; 1, 22, 56)";5;3,33333;381;100116
"C(127; 2, 15, 44)";5;3,33333;381;3046496
"C(127; 2, 18, 23)";5;3,33333;381;3046496
"C(127; 2, 28, 59)";5;3,33333;381;3046496
"C(127; 3, 25, 42)";5;3,33333;381;3046496
"C(127; 4, 9, 56)";5;3,33333;381;3046496
"C(127; 4, 30, 39)";5;3,33333;381;3046496
"C(127; 4, 36, 46)";5;3,33333;381;3046496
"C(127; 5, 6, 45)";5;3,33333;381;3046496
"C(127; 5, 17, 26)";5;3,33333;381;3046496
"C(127; 5, 43, 57)";5;3,33333;381;3046496
"C(127; 6, 43, 50)";5;3,33333;381;3046496
"C(127; 6, 54, 58)";5;3,33333;381;3046496
"C(127; 7, 11, 27)";5;3,33333;381;3046496
"C(127; 7, 16, 29)";5;3,33333;381;3046496
"C(127; 7, 17, 63)";5;3,33333;381;3046496
"C(127; 8, 15, 18)";5;3,33333;381;3046496
"C(127; 8, 35, 55)";5;3,33333;381;3046496
"C(127; 8, 49, 60)";5;3,33333;381;3046496
"C(127; 10, 12, 37)";5;3,33333;381;3046496
"C(127; 10, 13, 41)";5;3,33333;381;3046496
"C(127; 10, 34, 52)";5;3,33333;381;3046496
"C(127; 11, 12, 19)";5;3,33333;381;3046496
"C(127; 12, 27, 41)";5;3,33333;381;3046496
"C(127; 15, 49, 51)";5;3,33333;381;3046496
"C(127; 16, 17, 57)";5;3,33333;381;3046496
"C(127; 16, 30, 36)";5;3,33333;381;3046496
"C(127; 19, 37, 48)";5;3,33333;381;3046496
"C(127; 20, 23, 59)";5;3,33333;381;3046496
"C(127; 20, 24, 53)";5;3,33333;381;3046496
"C(127; 20, 26, 45)";5;3,33333;381;3046496
"C(127; 21, 33, 46)";5;3,33333;381;3046496
"C(127; 21, 40, 48)";5;3,33333;381;3046496
"C(127; 21, 51, 62)";5;3,33333;381;3046496
"C(127; 24, 45, 54)";5;3,33333;381;3046496
"C(127; 25, 29, 30)";5;3,33333;381;3046496
"C(127; 25, 31, 39)";5;3,33333;381;3046496
"C(127; 26, 59, 63)";5;3,33333;381;3046496
"C(127; 31, 38, 53)";5;3,33333;381;3046496
"C(127; 31, 42, 47)";5;3,33333;381;3046496
"C(127; 32, 55, 60)";5;3,33333;381;3046496
"C(127; 33, 36, 57)";5;3,33333;381;3046496
"C(127; 35, 42, 61)";5;3,33333;381;3046496
"C(127; 37, 40, 52)";5;3,33333;381;3046496
"C(127; 38, 39, 56)";5;3,33333;381;3046496
"C(127; 44, 48, 51)";5;3,33333;381;3046496
"C(127; 49, 50, 62)";5;3,33333;381;3046496
"C(127; 50, 58, 60)";5;3,33333;381;3046496
