Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(139; 1, 16, 22)";5;3,43478;417;150646
"C(139; 1, 16, 26)";5;3,43478;417;150646
"C(139; 1, 19, 26)";5;3,43478;417;150646
"C(139; 2, 32, 44)";5;3,43478;417;4528828
"C(139; 2, 32, 52)";5;3,43478;417;4528828
"C(139; 3, 48, 61)";5;3,43478;417;4528828
"C(139; 3, 48, 66)";5;3,43478;417;4528828
"C(139; 4, 35, 63)";5;3,43478;417;4528828
"C(139; 5, 9, 44)";5;3,43478;417;4528828
"C(139; 5, 9, 59)";5;3,43478;417;4528828
"C(139; 6, 17, 25)";5;3,43478;417;4528828
"C(139; 6, 17, 43)";5;3,43478;417;4528828
"C(139; 7, 27, 43)";5;3,43478;417;4528828
"C(139; 8, 11, 37)";5;3,43478;417;4528828
"C(139; 8, 11, 69)";5;3,43478;417;4528828
"C(139; 8, 13, 69)";5;3,43478;417;4528828
"C(139; 10, 18, 21)";5;3,43478;417;4528828
"C(139; 10, 21, 58)";5;3,43478;417;4528828
"C(139; 11, 36, 37)";5;3,43478;417;4528828
"C(139; 12, 14, 53)";5;3,43478;417;4528828
"C(139; 12, 34, 50)";5;3,43478;417;4528828
"C(139; 12, 34, 53)";5;3,43478;417;4528828
"C(139; 13, 31, 60)";5;3,43478;417;4528828
"C(139; 14, 53, 54)";5;3,43478;417;4528828
"C(139; 15, 27, 38)";5;3,43478;417;4528828
"C(139; 15, 38, 52)";5;3,43478;417;4528828
"C(139; 16, 22, 65)";5;3,43478;417;4528828
"C(139; 17, 25, 45)";5;3,43478;417;4528828
"C(139; 19, 26, 62)";5;3,43478;417;4528828
"C(139; 19, 56, 62)";5;3,43478;417;4528828
"C(139; 20, 36, 37)";5;3,43478;417;4528828
"C(139; 20, 36, 42)";5;3,43478;417;4528828
"C(139; 21, 45, 58)";5;3,43478;417;4528828
"C(139; 22, 65, 67)";5;3,43478;417;4528828
"C(139; 23, 42, 49)";5;3,43478;417;4528828
"C(139; 23, 49, 50)";5;3,43478;417;4528828
"C(139; 24, 28, 33)";5;3,43478;417;4528828
"C(139; 24, 33, 68)";5;3,43478;417;4528828
"C(139; 24, 39, 68)";5;3,43478;417;4528828
"C(139; 28, 31, 33)";5;3,43478;417;4528828
"C(139; 28, 31, 60)";5;3,43478;417;4528828
"C(139; 29, 47, 59)";5;3,43478;417;4528828
"C(139; 30, 35, 63)";5;3,43478;417;4528828
"C(139; 30, 54, 63)";5;3,43478;417;4528828
"C(139; 34, 49, 50)";5;3,43478;417;4528828
"C(139; 39, 41, 46)";5;3,43478;417;4528828
"C(139; 39, 41, 68)";5;3,43478;417;4528828
"C(139; 40, 46, 55)";5;3,43478;417;4528828
"C(139; 40, 55, 67)";5;3,43478;417;4528828
"C(139; 40, 65, 67)";5;3,43478;417;4528828
"C(139; 41, 46, 55)";5;3,43478;417;4528828
"C(139; 47, 57, 61)";5;3,43478;417;4528828
"C(139; 48, 56, 66)";5;3,43478;417;4528828
"C(139; 56, 62, 66)";5;3,43478;417;4528828
