Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(97; 1, 7, 36)";4;3,04167;291;812913
"C(97; 1, 35, 46)";4;3,04167;291;812913
"C(97; 2, 5, 27)";4;3,04167;291;812913
"C(97; 2, 13, 18)";4;3,04167;291;812913
"C(97; 2, 14, 25)";4;3,04167;291;812913
"C(97; 2, 28, 38)";4;3,04167;291;812913
"C(97; 2, 37, 42)";4;3,04167;291;812913
"C(97; 3, 8, 41)";4;3,04167;291;812913
"C(97; 3, 40, 42)";4;3,04167;291;812913
"C(97; 4, 13, 23)";4;3,04167;291;812913
"C(97; 5, 8, 44)";4;3,04167;291;812913
"C(97; 5, 14, 35)";4;3,04167;291;812913
"C(97; 5, 19, 36)";4;3,04167;291;812913
"C(97; 6, 13, 17)";4;3,04167;291;812913
"C(97; 6, 14, 29)";4;3,04167;291;812913
"C(97; 6, 15, 16)";4;3,04167;291;812913
"C(97; 8, 11, 20)";4;3,04167;291;812913
"C(97; 8, 15, 42)";4;3,04167;291;812913
"C(97; 8, 26, 46)";4;3,04167;291;812913
"C(97; 9, 10, 16)";4;3,04167;291;812913
"C(97; 9, 23, 29)";4;3,04167;291;812913
"C(97; 11, 12, 19)";4;3,04167;291;812913
"C(97; 11, 15, 40)";4;3,04167;291;812913
"C(97; 11, 37, 39)";4;3,04167;291;812913
"C(97; 12, 26, 34)";4;3,04167;291;812913
"C(97; 12, 28, 39)";4;3,04167;291;812913
"C(97; 13, 16, 30)";4;3,04167;291;812913
"C(97; 14, 20, 33)";4;3,04167;291;812913
"C(97; 15, 24, 35)";4;3,04167;291;812913
"C(97; 15, 27, 34)";4;3,04167;291;812913
"C(97; 17, 22, 30)";4;3,04167;291;812913
"C(97; 17, 25, 31)";4;3,04167;291;812913
"C(97; 17, 35, 41)";4;3,04167;291;812913
"C(97; 18, 20, 32)";4;3,04167;291;812913
"C(97; 18, 29, 31)";4;3,04167;291;812913
"C(97; 18, 39, 46)";4;3,04167;291;812913
"C(97; 18, 45, 48)";4;3,04167;291;812913
"C(97; 19, 22, 23)";4;3,04167;291;812913
"C(97; 19, 25, 27)";4;3,04167;291;812913
"C(97; 20, 21, 47)";4;3,04167;291;812913
"C(97; 20, 41, 43)";4;3,04167;291;812913
"C(97; 21, 44, 48)";4;3,04167;291;812913
"C(97; 22, 24, 38)";4;3,04167;291;812913
"C(97; 23, 33, 45)";4;3,04167;291;812913
"C(97; 24, 29, 45)";4;3,04167;291;812913
"C(97; 24, 33, 37)";4;3,04167;291;812913
"C(97; 25, 26, 40)";4;3,04167;291;812913
"C(97; 26, 32, 37)";4;3,04167;291;812913
"C(97; 27, 30, 48)";4;3,04167;291;812913
"C(97; 28, 31, 40)";4;3,04167;291;812913
"C(97; 29, 30, 43)";4;3,04167;291;812913
"C(97; 33, 36, 40)";4;3,04167;291;812913
"C(97; 34, 35, 47)";4;3,04167;291;812913
"C(97; 34, 37, 44)";4;3,04167;291;812913
"C(97; 35, 36, 39)";4;3,04167;291;812913
"C(97; 38, 44, 46)";4;3,04167;291;812913
