Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(42; 1, 16, 19)";3;2,26829;126;16536
"C(42; 3, 7, 8)";3;2,26829;126;16536
"C(42; 4, 6, 7)";3;2,26829;126;16536
"C(42; 4, 6, 11)";3;2,26829;126;16536
"C(42; 4, 7, 20)";3;2,26829;126;16536
"C(42; 4, 10, 15)";3;2,26829;126;16536
"C(42; 4, 13, 18)";3;2,26829;126;16536
"C(42; 5, 6, 8)";3;2,26829;126;16536
"C(42; 5, 7, 8)";3;2,26829;126;16536
"C(42; 6, 7, 9)";3;2,26829;126;16536
"C(42; 6, 7, 10)";3;2,26829;126;16536
"C(42; 6, 7, 11)";3;2,26829;126;16536
"C(42; 6, 7, 17)";3;2,26829;126;16536
"C(42; 6, 10, 17)";3;2,26829;126;16536
"C(42; 7, 8, 10)";3;2,26829;126;16536
"C(42; 7, 8, 12)";3;2,26829;126;16536
"C(42; 7, 9, 10)";3;2,26829;126;16536
"C(42; 7, 11, 16)";3;2,26829;126;16536
"C(42; 7, 12, 13)";3;2,26829;126;16536
"C(42; 7, 15, 16)";3;2,26829;126;16536
"C(42; 7, 15, 18)";3;2,26829;126;16536
"C(42; 7, 16, 18)";3;2,26829;126;16536
"C(42; 7, 16, 20)";3;2,26829;126;16536
"C(42; 7, 18, 19)";3;2,26829;126;16536
"C(42; 8, 10, 19)";3;2,26829;126;16536
"C(42; 9, 19, 20)";3;2,26829;126;16536
"C(42; 11, 12, 16)";3;2,26829;126;16536
"C(42; 12, 13, 20)";3;2,26829;126;16536
"C(42; 13, 15, 18)";3;2,26829;126;16536
"C(42; 13, 17, 20)";3;2,26829;126;16536
"C(42; 15, 16, 18)";3;2,26829;126;16536
"C(42; 15, 16, 20)";3;2,26829;126;16536
"C(42; 16, 18, 19)";3;2,26829;126;16536
