Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
411;C(411, 1, 6, 44, 74, 173);4;3.268293;5998140;2055
411;C(411, 1, 6, 45, 112, 132);4;3.268293;5998140;2055
411;C(411, 1, 6, 62, 84, 110);4;3.268293;5998140;2055
411;C(411, 1, 6, 70, 91, 121);4;3.268293;5998140;2055
411;C(411, 1, 6, 144, 170, 186);4;3.268293;5998140;2055
411;C(411, 1, 7, 40, 105, 141);4;3.268293;5998140;2055
411;C(411, 1, 7, 44, 76, 192);4;3.268293;5998140;2055
411;C(411, 1, 8, 29, 104, 189);4;3.268293;5998140;2055
411;C(411, 1, 8, 47, 80, 147);4;3.268293;5998140;2055
411;C(411, 1, 8, 52, 64, 162);4;3.268293;5998140;2055
411;C(411, 1, 8, 63, 144, 172);4;3.268293;5998140;2055
411;C(411, 1, 8, 70, 92, 189);4;3.268293;5998140;2055
411;C(411, 1, 8, 123, 154, 199);4;3.268293;5998140;2055
411;C(411, 1, 9, 40, 152, 167);4;3.268293;5998140;2055
411;C(411, 1, 9, 60, 106, 135);4;3.268293;5998140;2055
411;C(411, 1, 9, 78, 141, 188);4;3.268293;5998140;2055
411;C(411, 1, 10, 33, 154, 160);4;3.268293;5998140;2055
411;C(411, 1, 10, 49, 91, 125);4;3.268293;5998140;2055
411;C(411, 1, 11, 65, 125, 165);4;3.268293;5998140;2055
411;C(411, 1, 11, 66, 84, 192);4;3.268293;5998140;2055
411;C(411, 1, 11, 83, 132, 190);4;3.268293;5998140;2055
411;C(411, 1, 12, 20, 67, 164);4;3.268293;5998140;2055
411;C(411, 1, 12, 92, 112, 157);4;3.268293;5998140;2055
411;C(411, 1, 12, 98, 175, 180);4;3.268293;5998140;2055
411;C(411, 1, 13, 55, 75, 154);4;3.268293;5998140;2055
411;C(411, 1, 13, 71, 102, 151);4;3.268293;5998140;2055
411;C(411, 1, 13, 84, 134, 175);4;3.268293;5998140;2055
411;C(411, 1, 13, 127, 163, 195);4;3.268293;5998140;2055
411;C(411, 1, 13, 144, 174, 179);4;3.268293;5998140;2055
411;C(411, 1, 14, 19, 114, 173);4;3.268293;5998140;2055
411;C(411, 1, 14, 35, 60, 173);4;3.268293;5998140;2055
