Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
133;C(133, 1, 4, 10, 22, 57);3;2.469697;8633;665
133;C(133, 1, 4, 10, 22, 60);3;2.469697;8633;665
133;C(133, 1, 4, 10, 23, 58);3;2.469697;8633;665
133;C(133, 1, 4, 10, 23, 59);3;2.469697;8633;665
133;C(133, 1, 4, 10, 26, 59);3;2.469697;8633;665
133;C(133, 1, 4, 10, 26, 58);3;2.469697;8633;665
133;C(133, 1, 4, 10, 28, 54);3;2.469697;8633;665
133;C(133, 1, 4, 10, 31, 54);3;2.469697;8633;665
133;C(133, 1, 4, 10, 31, 59);3;2.469697;8633;665
133;C(133, 1, 4, 10, 32, 47);3;2.469697;8633;665
133;C(133, 1, 4, 10, 33, 49);3;2.469697;8633;665
133;C(133, 1, 4, 10, 35, 48);3;2.469697;8633;665
133;C(133, 1, 4, 10, 32, 53);3;2.469697;8633;665
133;C(133, 1, 4, 10, 36, 58);3;2.469697;8633;665
133;C(133, 1, 4, 10, 37, 56);3;2.469697;8633;665
133;C(133, 1, 4, 10, 38, 59);3;2.469697;8633;665
133;C(133, 1, 4, 10, 38, 60);3;2.469697;8633;665
133;C(133, 1, 4, 10, 39, 58);3;2.469697;8633;665
133;C(133, 1, 4, 10, 48, 55);3;2.469697;8633;665
133;C(133, 1, 4, 11, 17, 53);3;2.469697;8633;665
133;C(133, 1, 4, 11, 25, 42);3;2.469697;8633;665
133;C(133, 1, 4, 11, 25, 45);3;2.469697;8633;665
133;C(133, 1, 4, 11, 29, 60);3;2.469697;8633;665
133;C(133, 1, 4, 11, 30, 58);3;2.469697;8633;665
133;C(133, 1, 4, 11, 34, 58);3;2.469697;8633;665
133;C(133, 1, 4, 11, 34, 62);3;2.469697;8633;665
133;C(133, 1, 4, 11, 35, 53);3;2.469697;8633;665
133;C(133, 1, 4, 11, 36, 52);3;2.469697;8633;665
133;C(133, 1, 4, 11, 37, 54);3;2.469697;8633;665
133;C(133, 1, 4, 11, 38, 51);3;2.469697;8633;665
133;C(133, 1, 4, 11, 38, 54);3;2.469697;8633;665
133;C(133, 1, 4, 11, 39, 60);3;2.469697;8633;665
133;C(133, 1, 4, 11, 49, 55);3;2.469697;8633;665
133;C(133, 1, 4, 13, 19, 47);3;2.469697;8633;665
133;C(133, 1, 4, 13, 19, 61);3;2.469697;8633;665
133;C(133, 1, 4, 13, 31, 55);3;2.469697;8633;665
133;C(133, 1, 4, 13, 35, 54);3;2.469697;8633;665
133;C(133, 1, 4, 13, 41, 57);3;2.469697;8633;665
133;C(133, 1, 4, 13, 42, 61);3;2.469697;8633;665
133;C(133, 1, 4, 13, 45, 55);3;2.469697;8633;665
133;C(133, 1, 4, 13, 49, 55);3;2.469697;8633;665
133;C(133, 1, 4, 13, 50, 56);3;2.469697;8633;665
133;C(133, 1, 4, 14, 20, 53);3;2.469697;8633;665
133;C(133, 1, 4, 14, 21, 51);3;2.469697;8633;665
133;C(133, 1, 4, 14, 23, 58);3;2.469697;8633;665
133;C(133, 1, 4, 14, 26, 35);3;2.469697;8633;665
133;C(133, 1, 4, 14, 26, 50);3;2.469697;8633;665
133;C(133, 1, 4, 14, 26, 61);3;2.469697;8633;665
133;C(133, 1, 4, 14, 31, 47);3;2.469697;8633;665
133;C(133, 1, 4, 14, 31, 52);3;2.469697;8633;665
133;C(133, 1, 4, 14, 31, 55);3;2.469697;8633;665
133;C(133, 1, 4, 14, 33, 40);3;2.469697;8633;665
133;C(133, 1, 4, 14, 33, 45);3;2.469697;8633;665
133;C(133, 1, 4, 14, 33, 54);3;2.469697;8633;665
133;C(133, 1, 4, 14, 34, 45);3;2.469697;8633;665
133;C(133, 1, 4, 14, 36, 52);3;2.469697;8633;665
133;C(133, 1, 4, 14, 36, 63);3;2.469697;8633;665
133;C(133, 1, 4, 14, 41, 57);3;2.469697;8633;665
133;C(133, 1, 4, 14, 41, 62);3;2.469697;8633;665
133;C(133, 1, 4, 14, 41, 61);3;2.469697;8633;665
133;C(133, 1, 4, 14, 45, 54);3;2.469697;8633;665
133;C(133, 1, 4, 14, 46, 53);3;2.469697;8633;665
133;C(133, 1, 4, 14, 48, 54);3;2.469697;8633;665
133;C(133, 1, 4, 15, 21, 52);3;2.469697;8633;665
133;C(133, 1, 4, 15, 22, 54);3;2.469697;8633;665
133;C(133, 1, 4, 15, 25, 62);3;2.469697;8633;665
133;C(133, 1, 4, 15, 27, 33);3;2.469697;8633;665
133;C(133, 1, 4, 15, 27, 56);3;2.469697;8633;665
133;C(133, 1, 4, 15, 27, 63);3;2.469697;8633;665
133;C(133, 1, 4, 15, 33, 39);3;2.469697;8633;665
133;C(133, 1, 4, 15, 33, 58);3;2.469697;8633;665
133;C(133, 1, 4, 15, 35, 41);3;2.469697;8633;665
133;C(133, 1, 4, 15, 35, 58);3;2.469697;8633;665
133;C(133, 1, 4, 15, 35, 60);3;2.469697;8633;665
133;C(133, 1, 4, 15, 42, 63);3;2.469697;8633;665
133;C(133, 1, 4, 15, 49, 56);3;2.469697;8633;665
133;C(133, 1, 4, 16, 23, 60);3;2.469697;8633;665
133;C(133, 1, 4, 16, 25, 60);3;2.469697;8633;665
133;C(133, 1, 4, 16, 26, 47);3;2.469697;8633;665
133;C(133, 1, 4, 16, 26, 62);3;2.469697;8633;665
133;C(133, 1, 4, 16, 27, 46);3;2.469697;8633;665
133;C(133, 1, 4, 16, 27, 56);3;2.469697;8633;665
133;C(133, 1, 4, 16, 29, 47);3;2.469697;8633;665
133;C(133, 1, 4, 16, 30, 37);3;2.469697;8633;665
133;C(133, 1, 4, 16, 30, 54);3;2.469697;8633;665
133;C(133, 1, 4, 16, 34, 45);3;2.469697;8633;665
133;C(133, 1, 4, 16, 34, 60);3;2.469697;8633;665
133;C(133, 1, 4, 16, 35, 61);3;2.469697;8633;665
133;C(133, 1, 4, 16, 40, 63);3;2.469697;8633;665
133;C(133, 1, 4, 16, 47, 56);3;2.469697;8633;665
133;C(133, 1, 4, 16, 50, 56);3;2.469697;8633;665
133;C(133, 1, 4, 16, 51, 57);3;2.469697;8633;665
133;C(133, 1, 4, 17, 23, 62);3;2.469697;8633;665
133;C(133, 1, 4, 17, 24, 59);3;2.469697;8633;665
133;C(133, 1, 4, 17, 29, 48);3;2.469697;8633;665
133;C(133, 1, 4, 17, 31, 42);3;2.469697;8633;665
133;C(133, 1, 4, 17, 31, 46);3;2.469697;8633;665
133;C(133, 1, 4, 17, 32, 39);3;2.469697;8633;665
133;C(133, 1, 4, 17, 32, 41);3;2.469697;8633;665
133;C(133, 1, 4, 17, 36, 46);3;2.469697;8633;665
133;C(133, 1, 4, 17, 39, 63);3;2.469697;8633;665
133;C(133, 1, 4, 17, 45, 52);3;2.469697;8633;665
133;C(133, 1, 4, 17, 48, 57);3;2.469697;8633;665
133;C(133, 1, 4, 18, 24, 59);3;2.469697;8633;665
133;C(133, 1, 4, 18, 25, 59);3;2.469697;8633;665
133;C(133, 1, 4, 18, 28, 39);3;2.469697;8633;665
133;C(133, 1, 4, 18, 28, 48);3;2.469697;8633;665
133;C(133, 1, 4, 18, 28, 63);3;2.469697;8633;665
133;C(133, 1, 4, 18, 29, 56);3;2.469697;8633;665
133;C(133, 1, 4, 18, 30, 46);3;2.469697;8633;665
133;C(133, 1, 4, 18, 30, 53);3;2.469697;8633;665
133;C(133, 1, 4, 18, 31, 46);3;2.469697;8633;665
133;C(133, 1, 4, 18, 33, 42);3;2.469697;8633;665
133;C(133, 1, 4, 18, 42, 62);3;2.469697;8633;665
133;C(133, 1, 4, 18, 46, 53);3;2.469697;8633;665
133;C(133, 1, 4, 18, 47, 63);3;2.469697;8633;665
133;C(133, 1, 4, 18, 49, 55);3;2.469697;8633;665
133;C(133, 1, 4, 18, 49, 59);3;2.469697;8633;665
133;C(133, 1, 4, 19, 25, 61);3;2.469697;8633;665
133;C(133, 1, 4, 19, 25, 60);3;2.469697;8633;665
133;C(133, 1, 4, 19, 29, 40);3;2.469697;8633;665
