Кол-во вершин;Конфигурация графа;Диаметр;Средний путь;Время (мс);Кол-во соединений
193;C(193, 1, 4, 22, 47, 59);4;2.6875;76527;965
193;C(193, 1, 4, 23, 37, 90);4;2.6875;76527;965
193;C(193, 1, 5, 22, 50, 59);4;2.6875;76527;965
193;C(193, 1, 6, 14, 59, 85);4;2.6875;76527;965
193;C(193, 1, 6, 50, 73, 89);4;2.6875;76527;965
193;C(193, 1, 8, 58, 73, 94);4;2.6875;76527;965
193;C(193, 1, 9, 29, 79, 90);4;2.6875;76527;965
193;C(193, 1, 10, 25, 42, 80);4;2.6875;76527;965
193;C(193, 1, 10, 43, 77, 89);4;2.6875;76527;965
193;C(193, 1, 11, 18, 39, 84);4;2.6875;76527;965
193;C(193, 1, 12, 29, 37, 80);4;2.6875;76527;965
193;C(193, 1, 13, 16, 71, 78);4;2.6875;76527;965
193;C(193, 1, 13, 20, 36, 63);4;2.6875;76527;965
193;C(193, 1, 14, 30, 34, 85);4;2.6875;76527;965
193;C(193, 1, 14, 35, 45, 51);4;2.6875;76527;965
193;C(193, 1, 15, 24, 41, 60);4;2.6875;76527;965
193;C(193, 1, 15, 27, 49, 58);4;2.6875;76527;965
193;C(193, 1, 17, 45, 69, 94);4;2.6875;76527;965
193;C(193, 1, 18, 28, 69, 75);4;2.6875;76527;965
193;C(193, 1, 18, 32, 42, 62);4;2.6875;76527;965
193;C(193, 1, 18, 62, 75, 84);4;2.6875;76527;965
193;C(193, 1, 20, 32, 47, 56);4;2.6875;76527;965
193;C(193, 1, 20, 36, 45, 49);4;2.6875;76527;965
193;C(193, 1, 21, 30, 74, 78);4;2.6875;76527;965
193;C(193, 1, 23, 28, 36, 75);4;2.6875;76527;965
193;C(193, 1, 23, 57, 63, 94);4;2.6875;76527;965
193;C(193, 1, 26, 31, 49, 91);4;2.6875;76527;965
193;C(193, 1, 27, 31, 41, 87);4;2.6875;76527;965
193;C(193, 1, 29, 46, 70, 79);4;2.6875;76527;965
193;C(193, 1, 30, 53, 69, 75);4;2.6875;76527;965
193;C(193, 1, 39, 48, 54, 74);4;2.6875;76527;965
193;C(193, 1, 39, 52, 68, 93);4;2.6875;76527;965
193;C(193, 1, 42, 56, 78, 88);4;2.6875;76527;965
193;C(193, 1, 44, 47, 70, 83);4;2.6875;76527;965
193;C(193, 1, 48, 60, 63, 91);4;2.6875;76527;965
