Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(32; 1, 9)";4;2,70968;64;980
"C(32; 1, 12)";4;2,70968;64;980
"C(32; 3, 4)";4;2,70968;64;980
"C(32; 3, 5)";4;2,70968;64;980
"C(32; 3, 11)";4;2,70968;64;980
"C(32; 4, 5)";4;2,70968;64;980
"C(32; 4, 11)";4;2,70968;64;980
"C(32; 4, 13)";4;2,70968;64;980
"C(32; 5, 13)";4;2,70968;64;980
"C(32; 7, 12)";4;2,70968;64;980
"C(32; 7, 15)";4;2,70968;64;980
"C(32; 9, 12)";4;2,70968;64;980
"C(32; 11, 13)";4;2,70968;64;980
"C(32; 12, 15)";4;2,70968;64;980
