Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(370; 1, 58)";14;9,06775;740;7610541
"C(370; 2, 51)";14;9,06775;740;7610541
"C(370; 3, 174)";14;9,06775;740;7610541
"C(370; 4, 83)";14;9,06775;740;7610541
"C(370; 6, 153)";14;9,06775;740;7610541
"C(370; 7, 36)";14;9,06775;740;7610541
"C(370; 11, 102)";14;9,06775;740;7610541
"C(370; 12, 121)";14;9,06775;740;7610541
"C(370; 13, 14)";14;9,06775;740;7610541
"C(370; 16, 147)";14;9,06775;740;7610541
"C(370; 17, 124)";14;9,06775;740;7610541
"C(370; 18, 89)";14;9,06775;740;7610541
"C(370; 21, 108)";14;9,06775;740;7610541
"C(370; 22, 179)";14;9,06775;740;7610541
"C(370; 23, 146)";14;9,06775;740;7610541
"C(370; 26, 77)";14;9,06775;740;7610541
"C(370; 28, 159)";14;9,06775;740;7610541
"C(370; 29, 168)";14;9,06775;740;7610541
"C(370; 31, 52)";14;9,06775;740;7610541
"C(370; 33, 64)";14;9,06775;740;7610541
"C(370; 34, 127)";14;9,06775;740;7610541
"C(370; 38, 141)";14;9,06775;740;7610541
"C(370; 39, 42)";14;9,06775;740;7610541
"C(370; 41, 158)";14;9,06775;740;7610541
"C(370; 43, 96)";14;9,06775;740;7610541
"C(370; 44, 173)";14;9,06775;740;7610541
"C(370; 46, 63)";14;9,06775;740;7610541
"C(370; 47, 136)";14;9,06775;740;7610541
"C(370; 48, 71)";14;9,06775;740;7610541
"C(370; 53, 114)";14;9,06775;740;7610541
"C(370; 54, 103)";14;9,06775;740;7610541
"C(370; 59, 92)";14;9,06775;740;7610541
"C(370; 61, 162)";14;9,06775;740;7610541
"C(370; 66, 167)";14;9,06775;740;7610541
"C(370; 67, 184)";14;9,06775;740;7610541
"C(370; 68, 69)";14;9,06775;740;7610541
"C(370; 73, 164)";14;9,06775;740;7610541
"C(370; 76, 97)";14;9,06775;740;7610541
"C(370; 81, 112)";14;9,06775;740;7610541
"C(370; 82, 129)";14;9,06775;740;7610541
"C(370; 84, 107)";14;9,06775;740;7610541
"C(370; 87, 134)";14;9,06775;740;7610541
"C(370; 91, 98)";14;9,06775;740;7610541
"C(370; 93, 156)";14;9,06775;740;7610541
"C(370; 94, 177)";14;9,06775;740;7610541
"C(370; 99, 178)";14;9,06775;740;7610541
"C(370; 104, 123)";14;9,06775;740;7610541
"C(370; 106, 113)";14;9,06775;740;7610541
"C(370; 116, 183)";14;9,06775;740;7610541
"C(370; 117, 126)";14;9,06775;740;7610541
"C(370; 119, 128)";14;9,06775;740;7610541
"C(370; 122, 151)";14;9,06775;740;7610541
"C(370; 131, 172)";14;9,06775;740;7610541
"C(370; 132, 149)";14;9,06775;740;7610541
"C(370; 137, 176)";14;9,06775;740;7610541
"C(370; 138, 181)";14;9,06775;740;7610541
"C(370; 143, 154)";14;9,06775;740;7610541
"C(370; 144, 157)";14;9,06775;740;7610541
"C(370; 163, 166)";14;9,06775;740;7610541
"C(370; 169, 182)";14;9,06775;740;7610541
