Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(242; 1, 21)";11;7,34855;484;1637233
"C(242; 1, 23)";11;7,34855;484;1637233
"C(242; 1, 45)";11;7,34855;484;1637233
"C(242; 1, 100)";11;7,34855;484;1637233
"C(242; 3, 25)";11;7,34855;484;1637233
"C(242; 3, 47)";11;7,34855;484;1637233
"C(242; 4, 77)";11;7,34855;484;1637233
"C(242; 5, 27)";11;7,34855;484;1637233
"C(242; 5, 49)";11;7,34855;484;1637233
"C(242; 6, 55)";11;7,34855;484;1637233
"C(242; 7, 26)";11;7,34855;484;1637233
"C(242; 7, 29)";11;7,34855;484;1637233
"C(242; 7, 51)";11;7,34855;484;1637233
"C(242; 8, 33)";11;7,34855;484;1637233
"C(242; 9, 31)";11;7,34855;484;1637233
"C(242; 9, 53)";11;7,34855;484;1637233
"C(242; 10, 11)";11;7,34855;484;1637233
"C(242; 11, 12)";11;7,34855;484;1637233
"C(242; 11, 32)";11;7,34855;484;1637233
"C(242; 11, 34)";11;7,34855;484;1637233
"C(242; 11, 76)";11;7,34855;484;1637233
"C(242; 11, 78)";11;7,34855;484;1637233
"C(242; 11, 120)";11;7,34855;484;1637233
"C(242; 13, 35)";11;7,34855;484;1637233
"C(242; 13, 57)";11;7,34855;484;1637233
"C(242; 14, 33)";11;7,34855;484;1637233
"C(242; 15, 37)";11;7,34855;484;1637233
"C(242; 15, 59)";11;7,34855;484;1637233
"C(242; 16, 55)";11;7,34855;484;1637233
"C(242; 17, 39)";11;7,34855;484;1637233
"C(242; 17, 61)";11;7,34855;484;1637233
"C(242; 18, 77)";11;7,34855;484;1637233
"C(242; 19, 36)";11;7,34855;484;1637233
"C(242; 19, 41)";11;7,34855;484;1637233
"C(242; 19, 63)";11;7,34855;484;1637233
"C(242; 20, 99)";11;7,34855;484;1637233
"C(242; 21, 23)";11;7,34855;484;1637233
"C(242; 21, 43)";11;7,34855;484;1637233
"C(242; 21, 65)";11;7,34855;484;1637233
"C(242; 23, 45)";11;7,34855;484;1637233
"C(242; 23, 67)";11;7,34855;484;1637233
"C(242; 24, 99)";11;7,34855;484;1637233
"C(242; 25, 47)";11;7,34855;484;1637233
"C(242; 25, 69)";11;7,34855;484;1637233
"C(242; 26, 77)";11;7,34855;484;1637233
"C(242; 27, 38)";11;7,34855;484;1637233
"C(242; 27, 49)";11;7,34855;484;1637233
"C(242; 27, 71)";11;7,34855;484;1637233
"C(242; 28, 39)";11;7,34855;484;1637233
"C(242; 28, 55)";11;7,34855;484;1637233
