Кол-во Образующих; Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Nodes count; Signature; Diameter; Average distance; Generation time; Number of connections 
66;C(66, 1, 4, 10, 18, 25);3;1.984615;205;330
66;C(66, 1, 4, 11, 17, 26);3;1.984615;205;330
66;C(66, 1, 5, 13, 16, 23);3;1.984615;205;330
66;C(66, 1, 5, 14, 17, 25);3;1.984615;205;330
66;C(66, 1, 5, 17, 26, 29);3;1.984615;205;330
66;C(66, 1, 6, 16, 26, 29);3;1.984615;205;330
66;C(66, 1, 7, 10, 25, 29);3;1.984615;205;330
66;C(66, 1, 8, 11, 14, 31);3;1.984615;205;330
66;C(66, 1, 8, 13, 19, 23);3;1.984615;205;330
66;C(66, 1, 10, 13, 29, 31);3;1.984615;205;330
66;C(66, 1, 14, 23, 25, 31);3;1.984615;205;330
66;C(66, 1, 17, 23, 28, 31);3;1.984615;205;330
