Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(153; 1, 17, 41)";5;3,55263;459;7063150
"C(153; 1, 20, 49)";5;3,55263;459;7063150
"C(153; 1, 23, 56)";5;3,55263;459;7063150
"C(153; 1, 34, 56)";5;3,55263;459;7063150
"C(153; 2, 34, 71)";5;3,55263;459;7063150
"C(153; 2, 40, 55)";5;3,55263;459;7063150
"C(153; 2, 41, 46)";5;3,55263;459;7063150
"C(153; 2, 41, 68)";5;3,55263;459;7063150
"C(153; 2, 50, 71)";5;3,55263;459;7063150
"C(153; 4, 11, 53)";5;3,55263;459;7063150
"C(153; 4, 11, 68)";5;3,55263;459;7063150
"C(153; 4, 17, 71)";5;3,55263;459;7063150
"C(153; 5, 26, 38)";5;3,55263;459;7063150
"C(153; 5, 52, 68)";5;3,55263;459;7063150
"C(153; 7, 8, 67)";5;3,55263;459;7063150
"C(153; 7, 13, 37)";5;3,55263;459;7063150
"C(153; 7, 19, 22)";5;3,55263;459;7063150
"C(153; 7, 19, 34)";5;3,55263;459;7063150
"C(153; 7, 67, 68)";5;3,55263;459;7063150
"C(153; 8, 11, 34)";5;3,55263;459;7063150
"C(153; 8, 17, 22)";5;3,55263;459;7063150
"C(153; 8, 22, 47)";5;3,55263;459;7063150
"C(153; 10, 17, 49)";5;3,55263;459;7063150
"C(153; 10, 31, 47)";5;3,55263;459;7063150
"C(153; 10, 49, 56)";5;3,55263;459;7063150
"C(153; 13, 17, 37)";5;3,55263;459;7063150
"C(153; 13, 25, 46)";5;3,55263;459;7063150
"C(153; 13, 68, 74)";5;3,55263;459;7063150
"C(153; 14, 16, 19)";5;3,55263;459;7063150
"C(153; 14, 17, 19)";5;3,55263;459;7063150
"C(153; 14, 26, 74)";5;3,55263;459;7063150
"C(153; 14, 38, 44)";5;3,55263;459;7063150
"C(153; 14, 38, 68)";5;3,55263;459;7063150
"C(153; 16, 22, 68)";5;3,55263;459;7063150
"C(153; 16, 34, 44)";5;3,55263;459;7063150
"C(153; 16, 44, 59)";5;3,55263;459;7063150
"C(153; 17, 28, 76)";5;3,55263;459;7063150
"C(153; 17, 31, 53)";5;3,55263;459;7063150
"C(153; 17, 32, 44)";5;3,55263;459;7063150
"C(153; 17, 35, 58)";5;3,55263;459;7063150
"C(153; 17, 40, 55)";5;3,55263;459;7063150
"C(153; 17, 46, 50)";5;3,55263;459;7063150
"C(153; 17, 59, 62)";5;3,55263;459;7063150
"C(153; 20, 34, 55)";5;3,55263;459;7063150
"C(153; 23, 25, 37)";5;3,55263;459;7063150
"C(153; 23, 25, 68)";5;3,55263;459;7063150
"C(153; 23, 64, 70)";5;3,55263;459;7063150
"C(153; 26, 34, 74)";5;3,55263;459;7063150
"C(153; 26, 50, 61)";5;3,55263;459;7063150
"C(153; 28, 34, 38)";5;3,55263;459;7063150
"C(153; 28, 65, 76)";5;3,55263;459;7063150
"C(153; 29, 32, 44)";5;3,55263;459;7063150
"C(153; 29, 34, 35)";5;3,55263;459;7063150
"C(153; 29, 35, 40)";5;3,55263;459;7063150
"C(153; 29, 59, 68)";5;3,55263;459;7063150
"C(153; 31, 47, 68)";5;3,55263;459;7063150
"C(153; 32, 35, 65)";5;3,55263;459;7063150
"C(153; 32, 65, 68)";5;3,55263;459;7063150
"C(153; 34, 37, 70)";5;3,55263;459;7063150
"C(153; 34, 43, 73)";5;3,55263;459;7063150
"C(153; 34, 47, 62)";5;3,55263;459;7063150
"C(153; 34, 53, 61)";5;3,55263;459;7063150
"C(153; 34, 64, 65)";5;3,55263;459;7063150
"C(153; 35, 43, 58)";5;3,55263;459;7063150
"C(153; 37, 67, 70)";5;3,55263;459;7063150
"C(153; 40, 43, 68)";5;3,55263;459;7063150
"C(153; 40, 43, 71)";5;3,55263;459;7063150
"C(153; 46, 50, 74)";5;3,55263;459;7063150
"C(153; 47, 49, 62)";5;3,55263;459;7063150
"C(153; 50, 61, 68)";5;3,55263;459;7063150
"C(153; 56, 68, 76)";5;3,55263;459;7063150
"C(153; 58, 64, 65)";5;3,55263;459;7063150
"C(153; 58, 68, 70)";5;3,55263;459;7063150
"C(153; 58, 70, 73)";5;3,55263;459;7063150
