N,K,S,diameter,averageShortestPathLength,edges
103,3,C(103;1;7;43),5,3.1176470588235294,309
103,3,C(103;1;11;18),5,3.1176470588235294,309
103,3,C(103;1;11;28),5,3.1176470588235294,309
103,3,C(103;1;12;19),5,3.1176470588235294,309
103,3,C(103;1;14;36),5,3.1176470588235294,309
103,3,C(103;1;20;29),5,3.1176470588235294,309
103,3,C(103;1;21;29),5,3.1176470588235294,309
103,3,C(103;1;21;47),5,3.1176470588235294,309
103,3,C(103;1;21;49),5,3.1176470588235294,309
103,3,C(103;1;22;32),5,3.1176470588235294,309
103,3,C(103;1;28;40),5,3.1176470588235294,309
103,3,C(103;1;32;49),5,3.1176470588235294,309
103,3,C(103;1;37;49),5,3.1176470588235294,309
103,3,C(103;1;38;44),5,3.1176470588235294,309
103,3,C(103;1;39;46),5,3.1176470588235294,309
