Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(464; 1, 10, 102)";7;5,25486;1392;13787416
"C(464; 2, 18, 91)";7;5,25486;1392;1138349431
"C(464; 2, 18, 141)";7;5,25486;1392;1138349431
"C(464; 2, 93, 206)";7;5,25486;1392;1138349431
"C(464; 3, 30, 158)";7;5,25486;1392;1138349431
"C(464; 6, 41, 54)";7;5,25486;1392;1138349431
"C(464; 6, 47, 154)";7;5,25486;1392;1138349431
"C(464; 6, 154, 185)";7;5,25486;1392;1138349431
"C(464; 10, 102, 231)";7;5,25486;1392;1138349431
"C(464; 13, 66, 130)";7;5,25486;1392;1138349431
"C(464; 14, 45, 50)";7;5,25486;1392;1138349431
"C(464; 14, 59, 126)";7;5,25486;1392;1138349431
"C(464; 14, 126, 173)";7;5,25486;1392;1138349431
"C(464; 18, 123, 162)";7;5,25486;1392;1138349431
"C(464; 21, 178, 210)";7;5,25486;1392;1138349431
"C(464; 22, 54, 95)";7;5,25486;1392;1138349431
"C(464; 22, 54, 137)";7;5,25486;1392;1138349431
"C(464; 22, 73, 198)";7;5,25486;1392;1138349431
"C(464; 22, 159, 198)";7;5,25486;1392;1138349431
"C(464; 23, 26, 230)";7;5,25486;1392;1138349431
"C(464; 26, 49, 106)";7;5,25486;1392;1138349431
"C(464; 26, 106, 183)";7;5,25486;1392;1138349431
"C(464; 27, 30, 194)";7;5,25486;1392;1138349431
"C(464; 30, 158, 229)";7;5,25486;1392;1138349431
"C(464; 30, 194, 205)";7;5,25486;1392;1138349431
"C(464; 33, 118, 134)";7;5,25486;1392;1138349431
"C(464; 34, 77, 158)";7;5,25486;1392;1138349431
"C(464; 34, 155, 158)";7;5,25486;1392;1138349431
"C(464; 34, 189, 210)";7;5,25486;1392;1138349431
"C(464; 35, 114, 142)";7;5,25486;1392;1138349431
"C(464; 37, 62, 94)";7;5,25486;1392;1138349431
"C(464; 38, 89, 202)";7;5,25486;1392;1138349431
"C(464; 38, 105, 122)";7;5,25486;1392;1138349431
"C(464; 38, 122, 127)";7;5,25486;1392;1138349431
"C(464; 38, 143, 202)";7;5,25486;1392;1138349431
"C(464; 39, 74, 198)";7;5,25486;1392;1138349431
"C(464; 42, 55, 86)";7;5,25486;1392;1138349431
"C(464; 42, 135, 150)";7;5,25486;1392;1138349431
"C(464; 46, 50, 227)";7;5,25486;1392;1138349431
"C(464; 46, 51, 98)";7;5,25486;1392;1138349431
"C(464; 46, 98, 181)";7;5,25486;1392;1138349431
"C(464; 53, 66, 162)";7;5,25486;1392;1138349431
"C(464; 57, 106, 218)";7;5,25486;1392;1138349431
"C(464; 62, 94, 195)";7;5,25486;1392;1138349431
"C(464; 62, 99, 110)";7;5,25486;1392;1138349431
"C(464; 62, 110, 133)";7;5,25486;1392;1138349431
"C(464; 63, 70, 166)";7;5,25486;1392;1138349431
"C(464; 65, 134, 186)";7;5,25486;1392;1138349431
"C(464; 66, 130, 219)";7;5,25486;1392;1138349431
"C(464; 66, 162, 179)";7;5,25486;1392;1138349431
"C(464; 67, 126, 206)";7;5,25486;1392;1138349431
"C(464; 69, 78, 226)";7;5,25486;1392;1138349431
"C(464; 70, 166, 169)";7;5,25486;1392;1138349431
"C(464; 70, 214, 225)";7;5,25486;1392;1138349431
"C(464; 74, 113, 202)";7;5,25486;1392;1138349431
"C(464; 74, 119, 202)";7;5,25486;1392;1138349431
"C(464; 74, 193, 198)";7;5,25486;1392;1138349431
"C(464; 78, 85, 146)";7;5,25486;1392;1138349431
"C(464; 79, 138, 170)";7;5,25486;1392;1138349431
"C(464; 81, 90, 118)";7;5,25486;1392;1138349431
"C(464; 82, 94, 101)";7;5,25486;1392;1138349431
"C(464; 82, 94, 131)";7;5,25486;1392;1138349431
"C(464; 82, 190, 213)";7;5,25486;1392;1138349431
"C(464; 83, 98, 114)";7;5,25486;1392;1138349431
"C(464; 86, 154, 201)";7;5,25486;1392;1138349431
"C(464; 90, 118, 151)";7;5,25486;1392;1138349431
"C(464; 98, 114, 149)";7;5,25486;1392;1138349431
"C(464; 102, 103, 166)";7;5,25486;1392;1138349431
"C(464; 102, 129, 166)";7;5,25486;1392;1138349431
"C(464; 106, 175, 218)";7;5,25486;1392;1138349431
"C(464; 107, 142, 222)";7;5,25486;1392;1138349431
"C(464; 110, 194, 221)";7;5,25486;1392;1138349431
"C(464; 111, 182, 186)";7;5,25486;1392;1138349431
"C(464; 114, 142, 197)";7;5,25486;1392;1138349431
"C(464; 115, 130, 222)";7;5,25486;1392;1138349431
"C(464; 117, 130, 222)";7;5,25486;1392;1138349431
"C(464; 118, 134, 199)";7;5,25486;1392;1138349431
"C(464; 125, 142, 222)";7;5,25486;1392;1138349431
"C(464; 126, 165, 206)";7;5,25486;1392;1138349431
"C(464; 134, 167, 186)";7;5,25486;1392;1138349431
"C(464; 138, 150, 217)";7;5,25486;1392;1138349431
"C(464; 138, 153, 170)";7;5,25486;1392;1138349431
"C(464; 146, 171, 190)";7;5,25486;1392;1138349431
"C(464; 161, 182, 218)";7;5,25486;1392;1138349431
"C(464; 178, 210, 211)";7;5,25486;1392;1138349431
"C(464; 207, 214, 230)";7;5,25486;1392;1138349431
