N,K,S,diameter,averageShortestPathLength,edges
88,3,C(88;1;6;26),4,2.9425287356321839,264
88,3,C(88;1;7;26),4,2.9425287356321839,264
88,3,C(88;1;8;21),4,2.9425287356321839,264
88,3,C(88;1;8;34),4,2.9425287356321839,264
88,3,C(88;1;8;38),4,2.9425287356321839,264
88,3,C(88;1;11;18),4,2.9425287356321839,264
88,3,C(88;1;15;20),4,2.9425287356321839,264
88,3,C(88;1;18;28),4,2.9425287356321839,264
88,3,C(88;1;18;40),4,2.9425287356321839,264
88,3,C(88;1;23;36),4,2.9425287356321839,264
88,3,C(88;1;25;34),4,2.9425287356321839,264
88,3,C(88;1;26;40),4,2.9425287356321839,264
88,3,C(88;1;28;41),4,2.9425287356321839,264
