N,K,S,diameter,averageShortestPathLength,edges
90,3,C(90;1;6;37),4,2.9662921348314608,270
90,3,C(90;1;8;21),4,2.9662921348314608,270
90,3,C(90;1;8;39),4,2.9662921348314608,270
90,3,C(90;1;9;38),4,2.9662921348314608,270
90,3,C(90;1;10;24),4,2.9662921348314608,270
90,3,C(90;1;12;17),4,2.9662921348314608,270
90,3,C(90;1;12;19),4,2.9662921348314608,270
90,3,C(90;1;12;20),4,2.9662921348314608,270
90,3,C(90;1;19;42),4,2.9662921348314608,270
90,3,C(90;1;21;38),4,2.9662921348314608,270
90,3,C(90;1;24;35),4,2.9662921348314608,270
90,3,C(90;1;34;40),4,2.9662921348314608,270
