N,K,S,diameter,averageShortestPathLength,edges
113,3,C(113;1;6;43),5,3.2142857142857144,339
113,3,C(113;1;7;44),5,3.2142857142857144,339
113,3,C(113;1;9;33),5,3.2142857142857144,339
113,3,C(113;1;10;24),5,3.2142857142857144,339
113,3,C(113;1;11;48),5,3.2142857142857144,339
113,3,C(113;1;12;40),5,3.2142857142857144,339
113,3,C(113;1;13;18),5,3.2142857142857144,339
113,3,C(113;1;13;21),5,3.2142857142857144,339
113,3,C(113;1;16;26),5,3.2142857142857144,339
113,3,C(113;1;19;26),5,3.2142857142857144,339
113,3,C(113;1;25;34),5,3.2142857142857144,339
113,3,C(113;1;41;47),5,3.2142857142857144,339
