N,K,S,diameter,averageShortestPathLength,edges
43,3,C(43;1;4;11),3,2.2857142857142856,129
43,3,C(43;1;4;16),3,2.2857142857142856,129
43,3,C(43;1;4;18),3,2.2857142857142856,129
43,3,C(43;1;5;12),3,2.2857142857142856,129
43,3,C(43;1;5;13),3,2.2857142857142856,129
43,3,C(43;1;5;17),3,2.2857142857142856,129
43,3,C(43;1;5;18),3,2.2857142857142856,129
43,3,C(43;1;6;10),3,2.2857142857142856,129
43,3,C(43;1;6;15),3,2.2857142857142856,129
43,3,C(43;1;6;17),3,2.2857142857142856,129
43,3,C(43;1;7;10),3,2.2857142857142856,129
43,3,C(43;1;7;16),3,2.2857142857142856,129
43,3,C(43;1;7;19),3,2.2857142857142856,129
43,3,C(43;1;8;11),3,2.2857142857142856,129
43,3,C(43;1;8;12),3,2.2857142857142856,129
43,3,C(43;1;8;13),3,2.2857142857142856,129
43,3,C(43;1;8;20),3,2.2857142857142856,129
43,3,C(43;1;9;15),3,2.2857142857142856,129
43,3,C(43;1;9;20),3,2.2857142857142856,129
43,3,C(43;1;11;17),3,2.2857142857142856,129
43,3,C(43;1;12;17),3,2.2857142857142856,129
43,3,C(43;1;15;18),3,2.2857142857142856,129
43,3,C(43;1;16;19),3,2.2857142857142856,129
43,3,C(43;1;16;20),3,2.2857142857142856,129
