Сигнатура; Диаметр; Среднее расстояние; Время генерации; Кол-во соединений 
Signature; Diameter; Average distance; Generation time; Number of connections 
"C(167; 1, 15, 39)";5;3,6747;501;12243274
"C(167; 1, 18, 29)";5;3,6747;501;12243274
"C(167; 1, 22, 30)";5;3,6747;501;12243274
"C(167; 1, 23, 39)";5;3,6747;501;12243274
"C(167; 1, 23, 80)";5;3,6747;501;12243274
"C(167; 1, 29, 38)";5;3,6747;501;12243274
"C(167; 1, 30, 51)";5;3,6747;501;12243274
"C(167; 1, 36, 78)";5;3,6747;501;12243274
"C(167; 1, 48, 65)";5;3,6747;501;12243274
