N,K,S,diameter,averageShortestPathLength,edges
87,3,C(87;1;6;32),4,2.9302325581395348,261
87,3,C(87;1;7;25),4,2.9302325581395348,261
87,3,C(87;1;7;38),4,2.9302325581395348,261
87,3,C(87;1;9;31),4,2.9302325581395348,261
87,3,C(87;1;10;16),4,2.9302325581395348,261
87,3,C(87;1;12;20),4,2.9302325581395348,261
87,3,C(87;1;13;18),4,2.9302325581395348,261
87,3,C(87;1;13;32),4,2.9302325581395348,261
87,3,C(87;1;14;19),4,2.9302325581395348,261
87,3,C(87;1;14;39),4,2.9302325581395348,261
87,3,C(87;1;16;25),4,2.9302325581395348,261
87,3,C(87;1;19;26),4,2.9302325581395348,261
87,3,C(87;1;19;27),4,2.9302325581395348,261
87,3,C(87;1;20;31),4,2.9302325581395348,261
87,3,C(87;1;32;38),4,2.9302325581395348,261
87,3,C(87;1;33;39),4,2.9302325581395348,261
