N,K,S,diameter,averageShortestPathLength,edges
51,3,C(51;1;4;15),4,2.4399999999999999,153
51,3,C(51;1;4;18),4,2.4399999999999999,153
51,3,C(51;1;5;19),4,2.4399999999999999,153
51,3,C(51;1;6;14),4,2.4399999999999999,153
51,3,C(51;1;6;16),4,2.4399999999999999,153
51,3,C(51;1;6;21),4,2.4399999999999999,153
51,3,C(51;1;7;18),4,2.4399999999999999,153
51,3,C(51;1;7;20),4,2.4399999999999999,153
51,3,C(51;1;8;11),4,2.4399999999999999,153
51,3,C(51;1;8;23),4,2.4399999999999999,153
51,3,C(51;1;9;13),4,2.4399999999999999,153
51,3,C(51;1;9;15),4,2.4399999999999999,153
51,3,C(51;1;10;14),4,2.4399999999999999,153
51,3,C(51;1;11;15),4,2.4399999999999999,153
51,3,C(51;1;11;16),4,2.4399999999999999,153
51,3,C(51;1;12;22),4,2.4399999999999999,153
51,3,C(51;1;13;21),4,2.4399999999999999,153
51,3,C(51;1;14;20),4,2.4399999999999999,153
51,3,C(51;1;16;21),4,2.4399999999999999,153
51,3,C(51;1;16;23),4,2.4399999999999999,153
51,3,C(51;1;16;24),4,2.4399999999999999,153
51,3,C(51;1;19;22),4,2.4399999999999999,153
