N,K,S,diameter,averageShortestPathLength,edges
23,3,C(23;1;2;9),3,1.8181818181818181,69
23,3,C(23;1;3;8),3,1.8181818181818181,69
23,3,C(23;1;3;9),3,1.8181818181818181,69
23,3,C(23;1;4;6),3,1.8181818181818181,69
23,3,C(23;1;4;7),3,1.8181818181818181,69
23,3,C(23;1;4;10),3,1.8181818181818181,69
23,3,C(23;1;5;7),3,1.8181818181818181,69
23,3,C(23;1;5;8),3,1.8181818181818181,69
23,3,C(23;1;5;10),3,1.8181818181818181,69
23,3,C(23;1;6;9),3,1.8181818181818181,69
23,3,C(23;1;6;10),3,1.8181818181818181,69
23,3,C(23;1;7;11),3,1.8181818181818181,69
