N,K,S,diameter,averageShortestPathLength,edges
173,3,C(173;1;8;72),6,3.7325581395348837,519
173,3,C(173;1;9;65),6,3.7325581395348837,519
173,3,C(173;1;9;75),6,3.7325581395348837,519
173,3,C(173;1;11;73),6,3.7325581395348837,519
173,3,C(173;1;12;64),6,3.7325581395348837,519
173,3,C(173;1;12;77),6,3.7325581395348837,519
173,3,C(173;1;16;60),6,3.7325581395348837,519
173,3,C(173;1;21;80),6,3.7325581395348837,519
173,3,C(173;1;30;76),6,3.7325581395348837,519
173,3,C(173;1;33;45),6,3.7325581395348837,519
173,3,C(173;1;47;54),6,3.7325581395348837,519
173,3,C(173;1;49;81),6,3.7325581395348837,519
173,3,C(173;1;50;80),6,3.7325581395348837,519
173,3,C(173;1;63;72),6,3.7325581395348837,519
173,3,C(173;1;66;77),6,3.7325581395348837,519
