N,K,S,diameter,averageShortestPathLength,edges
509,5,C(509;1;11;97;190;241),5,3.4370078740157481,2545
509,5,C(509;1;13;49;105;232),5,3.4370078740157481,2545
509,5,C(509;1;15;69;94;244),5,3.4370078740157481,2545
509,5,C(509;1;18;60;68;231),5,3.4370078740157481,2545
509,5,C(509;1;20;94;216;223),5,3.4370078740157481,2545
509,5,C(509;1;21;29;82;231),5,3.4370078740157481,2545
509,5,C(509;1;24;138;179;238),5,3.4370078740157481,2545
509,5,C(509;1;29;130;185;207),5,3.4370078740157481,2545
509,5,C(509;1;34;142;152;199),5,3.4370078740157481,2545
509,5,C(509;1;48;214;222;233),5,3.4370078740157481,2545
509,5,C(509;1;49;59;135;247),5,3.4370078740157481,2545
509,5,C(509;1;53;59;133;144),5,3.4370078740157481,2545
509,5,C(509;1;57;192;235;243),5,3.4370078740157481,2545
509,5,C(509;1;64;105;199;225),5,3.4370078740157481,2545
509,5,C(509;1;69;153;182;246),5,3.4370078740157481,2545
509,5,C(509;1;72;173;198;230),5,3.4370078740157481,2545
509,5,C(509;1;77;125;147;165),5,3.4370078740157481,2545
509,5,C(509;1;88;144;152;194),5,3.4370078740157481,2545
509,5,C(509;1;91;148;167;229),5,3.4370078740157481,2545
509,5,C(509;1;106;133;141;222),5,3.4370078740157481,2545
509,5,C(509;1;114;119;187;216),5,3.4370078740157481,2545
509,5,C(509;1;130;158;180;217),5,3.4370078740157481,2545
509,5,C(509;1;130;165;187;205),5,3.4370078740157481,2545
509,5,C(509;1;150;158;231;245),5,3.4370078740157481,2545
509,5,C(509;1;155;182;223;238),5,3.4370078740157481,2545
