N,K,S,diameter,averageShortestPathLength,edges
1368,5,C(1368;1;48;539;575;596),6,4.3372348207754206,6840
1368,5,C(1368;1;55;145;194;651),6,4.3372348207754206,6840
1368,5,C(1368;1;107;177;192;626),6,4.3372348207754206,6840
1368,5,C(1368;1;118;392;519;536),6,4.3372348207754206,6840
1368,5,C(1368;1;122;168;179;219),6,4.3372348207754206,6840
1368,5,C(1368;1;127;199;302;411),6,4.3372348207754206,6840
1368,5,C(1368;1;159;378;400;625),6,4.3372348207754206,6840
1368,5,C(1368;1;217;310;363;377),6,4.3372348207754206,6840
1368,5,C(1368;1;264;433;484;541),6,4.3372348207754206,6840
1368,5,C(1368;1;313;519;656;666),6,4.3372348207754206,6840
1368,5,C(1368;1;397;467;528;628),6,4.3372348207754206,6840
