N,K,S,diameter,averageShortestPathLength,edges
779,5,C(779;1;6;164;217;250),5,3.8071979434447303,3895
779,5,C(779;1;10;214;290;324),5,3.8071979434447303,3895
779,5,C(779;1;15;137;188;284),5,3.8071979434447303,3895
779,5,C(779;1;18;101;124;314),5,3.8071979434447303,3895
779,5,C(779;1;29;78;333;344),5,3.8071979434447303,3895
779,5,C(779;1;33;52;113;351),5,3.8071979434447303,3895
779,5,C(779;1;54;182;193;315),5,3.8071979434447303,3895
779,5,C(779;1;55;61;140;369),5,3.8071979434447303,3895
779,5,C(779;1;85;205;215;268),5,3.8071979434447303,3895
779,5,C(779;1;91;96;118;131),5,3.8071979434447303,3895
779,5,C(779;1;104;180;222;303),5,3.8071979434447303,3895
779,5,C(779;1;107;208;325;382),5,3.8071979434447303,3895
779,5,C(779;1;130;166;218;287),5,3.8071979434447303,3895
779,5,C(779;1;183;191;245;264),5,3.8071979434447303,3895
