N,K,S,diameter,averageShortestPathLength,edges
839,5,C(839;1;6;61;93;350),5,3.8758949880668259,4195
839,5,C(839;1;6;78;270;393),5,3.8758949880668259,4195
839,5,C(839;1;9;33;169;376),5,3.8758949880668259,4195
839,5,C(839;1;13;45;140;354),5,3.8758949880668259,4195
839,5,C(839;1;26;74;136;266),5,3.8758949880668259,4195
839,5,C(839;1;27;103;145;415),5,3.8758949880668259,4195
839,5,C(839;1;34;45;185;410),5,3.8758949880668259,4195
839,5,C(839;1;37;104;261;376),5,3.8758949880668259,4195
839,5,C(839;1;41;227;297;322),5,3.8758949880668259,4195
839,5,C(839;1;47;55;81;330),5,3.8758949880668259,4195
839,5,C(839;1;68;129;360;398),5,3.8758949880668259,4195
839,5,C(839;1;76;122;178;192),5,3.8758949880668259,4195
839,5,C(839;1;87;270;319;324),5,3.8758949880668259,4195
839,5,C(839;1;112;135;276;373),5,3.8758949880668259,4195
839,5,C(839;1;113;309;358;401),5,3.8758949880668259,4195
839,5,C(839;1;121;190;282;301),5,3.8758949880668259,4195
839,5,C(839;1;139;246;392;412),5,3.8758949880668259,4195
839,5,C(839;1;140;150;338;404),5,3.8758949880668259,4195
839,5,C(839;1;261;355;377;382),5,3.8758949880668259,4195
839,5,C(839;1;338;350;357;391),5,3.8758949880668259,4195
