N,K,S,diameter,averageShortestPathLength,edges
691,5,C(691;1;6;29;141;214),5,3.7043478260869565,3455
691,5,C(691;1;14;123;147;329),5,3.7043478260869565,3455
691,5,C(691;1;17;123;147;331),5,3.7043478260869565,3455
691,5,C(691;1;19;72;102;297),5,3.7043478260869565,3455
691,5,C(691;1;21;181;294;323),5,3.7043478260869565,3455
691,5,C(691;1;25;63;109;286),5,3.7043478260869565,3455
691,5,C(691;1;31;52;222;291),5,3.7043478260869565,3455
691,5,C(691;1;32;122;196;304),5,3.7043478260869565,3455
691,5,C(691;1;33;47;253;261),5,3.7043478260869565,3455
691,5,C(691;1;39;49;121;294),5,3.7043478260869565,3455
691,5,C(691;1;42;90;191;254),5,3.7043478260869565,3455
691,5,C(691;1;47;108;253;336),5,3.7043478260869565,3455
691,5,C(691;1;48;59;221;255),5,3.7043478260869565,3455
691,5,C(691;1;82;156;180;210),5,3.7043478260869565,3455
691,5,C(691;1;84;93;114;119),5,3.7043478260869565,3455
691,5,C(691;1;115;120;266;322),5,3.7043478260869565,3455
691,5,C(691;1;124;143;167;198),5,3.7043478260869565,3455
691,5,C(691;1;148;238;322;335),5,3.7043478260869565,3455
691,5,C(691;1;171;217;226;268),5,3.7043478260869565,3455
691,5,C(691;1;191;208;254;340),5,3.7043478260869565,3455
