N,K,S,diameter,averageShortestPathLength,edges
430,5,C(430;1;6;39;136;184),4,3.3006993006993008,2150
430,5,C(430;1;11;66;126;206),4,3.3006993006993008,2150
430,5,C(430;1;14;60;127;210),4,3.3006993006993008,2150
430,5,C(430;1;16;55;81;205),4,3.3006993006993008,2150
430,5,C(430;1;20;147;163;212),4,3.3006993006993008,2150
430,5,C(430;1;30;110;122;193),4,3.3006993006993008,2150
430,5,C(430;1;45;69;75;186),4,3.3006993006993008,2150
430,5,C(430;1;50;131;153;186),4,3.3006993006993008,2150
430,5,C(430;1;53;127;140;169),4,3.3006993006993008,2150
430,5,C(430;1;63;70;91;193),4,3.3006993006993008,2150
430,5,C(430;1;73;100;133;189),4,3.3006993006993008,2150
430,5,C(430;1;97;157;190;201),4,3.3006993006993008,2150
430,5,C(430;1;117;136;151;190),4,3.3006993006993008,2150
