N,K,S,diameter,averageShortestPathLength,edges
420,5,C(420;1;6;47;77;103),4,3.2840095465393793,2100
420,5,C(420;1;7;63;106;130),4,3.2840095465393793,2100
420,5,C(420;1;8;41;60;166),4,3.2840095465393793,2100
420,5,C(420;1;11;107;125;174),4,3.2840095465393793,2100
420,5,C(420;1;13;82;147;183),4,3.2840095465393793,2100
420,5,C(420;1;15;154;160;179),4,3.2840095465393793,2100
420,5,C(420;1;16;69;96;199),4,3.2840095465393793,2100
420,5,C(420;1;16;93;161;205),4,3.2840095465393793,2100
420,5,C(420;1;18;29;91;143),4,3.2840095465393793,2100
420,5,C(420;1;18;47;115;157),4,3.2840095465393793,2100
420,5,C(420;1;18;95;138;177),4,3.2840095465393793,2100
420,5,C(420;1;19;51;116;144),4,3.2840095465393793,2100
420,5,C(420;1;21;26;97;111),4,3.2840095465393793,2100
420,5,C(420;1;25;65;134;187),4,3.2840095465393793,2100
420,5,C(420;1;26;144;154;201),4,3.2840095465393793,2100
420,5,C(420;1;26;170;175;189),4,3.2840095465393793,2100
420,5,C(420;1;28;33;137;187),4,3.2840095465393793,2100
420,5,C(420;1;29;53;102;119),4,3.2840095465393793,2100
420,5,C(420;1;33;46;143;150),4,3.2840095465393793,2100
420,5,C(420;1;33;121;184;196),4,3.2840095465393793,2100
420,5,C(420;1;36;53;154;198),4,3.2840095465393793,2100
420,5,C(420;1;37;117;145;162),4,3.2840095465393793,2100
420,5,C(420;1;38;96;118;123),4,3.2840095465393793,2100
420,5,C(420;1;40;145;201;206),4,3.2840095465393793,2100
420,5,C(420;1;41;60;86;92),4,3.2840095465393793,2100
420,5,C(420;1;44;79;147;164),4,3.2840095465393793,2100
420,5,C(420;1;47;62;90;129),4,3.2840095465393793,2100
420,5,C(420;1;51;64;87;170),4,3.2840095465393793,2100
420,5,C(420;1;54;65;143;191),4,3.2840095465393793,2100
420,5,C(420;1;56;99;131;137),4,3.2840095465393793,2100
420,5,C(420;1;58;68;93;155),4,3.2840095465393793,2100
420,5,C(420;1;59;64;153;196),4,3.2840095465393793,2100
420,5,C(420;1;61;75;100;154),4,3.2840095465393793,2100
420,5,C(420;1;63;102;111;170),4,3.2840095465393793,2100
420,5,C(420;1;65;85;122;137),4,3.2840095465393793,2100
420,5,C(420;1;69;160;166;203),4,3.2840095465393793,2100
420,5,C(420;1;72;98;103;186),4,3.2840095465393793,2100
420,5,C(420;1;82;90;136;153),4,3.2840095465393793,2100
420,5,C(420;1;85;117;130;196),4,3.2840095465393793,2100
420,5,C(420;1;95;122;182;194),4,3.2840095465393793,2100
420,5,C(420;1;99;155;186;193),4,3.2840095465393793,2100
420,5,C(420;1;101;147;176;184),4,3.2840095465393793,2100
420,5,C(420;1;109;129;187;196),4,3.2840095465393793,2100
