N,K,S,diameter,averageShortestPathLength,edges
476,5,C(476;1;6;167;194;217),5,3.3810526315789473,2380
476,5,C(476;1;7;57;110;134),5,3.3810526315789473,2380
476,5,C(476;1;16;84;147;190),5,3.3810526315789473,2380
476,5,C(476;1;21;132;140;186),5,3.3810526315789473,2380
476,5,C(476;1;23;66;185;219),5,3.3810526315789473,2380
476,5,C(476;1;30;85;132;206),5,3.3810526315789473,2380
476,5,C(476;1;30;194;203;217),5,3.3810526315789473,2380
476,5,C(476;1;31;118;171;229),5,3.3810526315789473,2380
476,5,C(476;1;33;41;120;143),5,3.3810526315789473,2380
476,5,C(476;1;33;73;124;233),5,3.3810526315789473,2380
476,5,C(476;1;35;122;167;181),5,3.3810526315789473,2380
476,5,C(476;1;43;71;94;105),5,3.3810526315789473,2380
476,5,C(476;1;57;91;155;186),5,3.3810526315789473,2380
476,5,C(476;1;101;143;163;220),5,3.3810526315789473,2380
476,5,C(476;1;101;148;209;233),5,3.3810526315789473,2380
476,5,C(476;1;103;139;213;222),5,3.3810526315789473,2380
476,5,C(476;1;113;142;207;215),5,3.3810526315789473,2380
