N,K,S,diameter,averageShortestPathLength,edges
1055,5,C(1055;1;22;84;241;341),6,4.0740037950664139,5275
1055,5,C(1055;1;37;48;188;512),6,4.0740037950664139,5275
1055,5,C(1055;1;57;166;356;429),6,4.0740037950664139,5275
1055,5,C(1055;1;68;99;124;406),6,4.0740037950664139,5275
1055,5,C(1055;1;73;298;498;506),6,4.0740037950664139,5275
1055,5,C(1055;1;74;276;412;447),6,4.0740037950664139,5275
1055,5,C(1055;1;77;112;319;443),6,4.0740037950664139,5275
1055,5,C(1055;1;137;448;481;499),6,4.0740037950664139,5275
1055,5,C(1055;1;286;314;477;519),6,4.0740037950664139,5275
1055,5,C(1055;1;292;308;329;409),6,4.0740037950664139,5275
