N,K,S,diameter,averageShortestPathLength,edges
571,5,C(571;1;22;36;187;251),5,3.5333333333333332,2855
571,5,C(571;1;26;206;245;277),5,3.5333333333333332,2855
571,5,C(571;1;27;76;218;264),5,3.5333333333333332,2855
571,5,C(571;1;55;183;228;245),5,3.5333333333333332,2855
571,5,C(571;1;78;83;267;278),5,3.5333333333333332,2855
571,5,C(571;1;91;113;150;282),5,3.5333333333333332,2855
571,5,C(571;1;93;216;227;282),5,3.5333333333333332,2855
571,5,C(571;1;96;125;171;235),5,3.5333333333333332,2855
571,5,C(571;1;111;118;158;201),5,3.5333333333333332,2855
571,5,C(571;1;148;172;244;283),5,3.5333333333333332,2855
