N,K,S,diameter,averageShortestPathLength,edges
1149,5,C(1149;1;19;142;185;357),6,4.1602787456445993,5745
1149,5,C(1149;1;24;87;467;497),6,4.1602787456445993,5745
1149,5,C(1149;1;26;423;438;497),6,4.1602787456445993,5745
1149,5,C(1149;1;53;121;465;554),6,4.1602787456445993,5745
1149,5,C(1149;1;56;118;387;479),6,4.1602787456445993,5745
1149,5,C(1149;1;89;379;399;542),6,4.1602787456445993,5745
1149,5,C(1149;1;95;423;436;456),6,4.1602787456445993,5745
1149,5,C(1149;1;117;224;534;551),6,4.1602787456445993,5745
1149,5,C(1149;1;159;173;364;429),6,4.1602787456445993,5745
1149,5,C(1149;1;204;262;294;515),6,4.1602787456445993,5745
1149,5,C(1149;1;221;282;414;467),6,4.1602787456445993,5745
1149,5,C(1149;1;225;254;440;564),6,4.1602787456445993,5745
1149,5,C(1149;1;333;352;489;560),6,4.1602787456445993,5745
