N,K,S,diameter,averageShortestPathLength,edges
1693,5,C(1693;1;8;128;166;584),6,4.5591016548463354,8465
1693,5,C(1693;1;9;133;235;547),6,4.5591016548463354,8465
1693,5,C(1693;1;16;73;444;635),6,4.5591016548463354,8465
1693,5,C(1693;1;19;90;554;814),6,4.5591016548463354,8465
1693,5,C(1693;1;51;244;408;690),6,4.5591016548463354,8465
1693,5,C(1693;1;162;188;391;437),6,4.5591016548463354,8465
1693,5,C(1693;1;238;287;510;603),6,4.5591016548463354,8465
1693,5,C(1693;1;320;420;611;696),6,4.5591016548463354,8465
1693,5,C(1693;1;322;451;529;701),6,4.5591016548463354,8465
1693,5,C(1693;1;619;670;742;802),6,4.5591016548463354,8465
