N,K,S,diameter,averageShortestPathLength,edges
905,5,C(905;1;24;53;196;205),5,3.9402654867256639,4525
905,5,C(905;1;35;85;197;447),5,3.9402654867256639,4525
905,5,C(905;1;36;46;171;364),5,3.9402654867256639,4525
905,5,C(905;1;49;176;191;231),5,3.9402654867256639,4525
905,5,C(905;1;59;134;244;314),5,3.9402654867256639,4525
905,5,C(905;1;60;152;190;355),5,3.9402654867256639,4525
905,5,C(905;1;72;102;222;260),5,3.9402654867256639,4525
905,5,C(905;1;74;88;255;374),5,3.9402654867256639,4525
905,5,C(905;1;147;175;285;356),5,3.9402654867256639,4525
905,5,C(905;1;159;180;264;417),5,3.9402654867256639,4525
905,5,C(905;1;175;225;310;387),5,3.9402654867256639,4525
905,5,C(905;1;180;211;247;405),5,3.9402654867256639,4525
905,5,C(905;1;186;199;204;271),5,3.9402654867256639,4525
905,5,C(905;1;286;326;344;439),5,3.9402654867256639,4525
