N,K,S,diameter,averageShortestPathLength,edges
937,5,C(937;1;9;125;198;453),6,3.9700854700854702,4685
937,5,C(937;1;15;135;159;236),6,3.9700854700854702,4685
937,5,C(937;1;22;104;118;262),6,3.9700854700854702,4685
937,5,C(937;1;26;181;217;317),6,3.9700854700854702,4685
937,5,C(937;1;36;43;168;316),6,3.9700854700854702,4685
937,5,C(937;1;43;211;393;401),6,3.9700854700854702,4685
937,5,C(937;1;88;214;356;414),6,3.9700854700854702,4685
937,5,C(937;1;95;131;329;341),6,3.9700854700854702,4685
937,5,C(937;1;162;201;396;422),6,3.9700854700854702,4685
937,5,C(937;1;165;213;336;414),6,3.9700854700854702,4685
