N,K,S,diameter,averageShortestPathLength,edges
1021,5,C(1021;1;20;52;219;296),6,4.0450980392156861,5105
1021,5,C(1021;1;20;247;345;438),6,4.0450980392156861,5105
1021,5,C(1021;1;33;147;418;463),6,4.0450980392156861,5105
1021,5,C(1021;1;51;62;219;411),6,4.0450980392156861,5105
1021,5,C(1021;1;51;124;238;345),6,4.0450980392156861,5105
1021,5,C(1021;1;86;213;225;390),6,4.0450980392156861,5105
1021,5,C(1021;1;149;188;441;462),6,4.0450980392156861,5105
1021,5,C(1021;1;216;236;338;387),6,4.0450980392156861,5105
1021,5,C(1021;1;233;354;382;400),6,4.0450980392156861,5105
1021,5,C(1021;1;274;353;481;495),6,4.0450980392156861,5105
