N,K,S,diameter,averageShortestPathLength,edges
930,5,C(930;1;11;268;375;433),5,3.9623250807319699,4650
930,5,C(930;1;19;111;124;424),5,3.9623250807319699,4650
930,5,C(930;1;37;97;203;220),5,3.9623250807319699,4650
930,5,C(930;1;41;51;229;436),5,3.9623250807319699,4650
930,5,C(930;1;49;141;316;434),5,3.9623250807319699,4650
930,5,C(930;1;54;144;221;371),5,3.9623250807319699,4650
930,5,C(930;1;56;119;339;431),5,3.9623250807319699,4650
930,5,C(930;1;59;74;187;213),5,3.9623250807319699,4650
930,5,C(930;1;73;166;247;375),5,3.9623250807319699,4650
930,5,C(930;1;81;199;211;274),5,3.9623250807319699,4650
930,5,C(930;1;101;126;271;336),5,3.9623250807319699,4650
930,5,C(930;1;135;169;278;293),5,3.9623250807319699,4650
930,5,C(930;1;151;197;370;421),5,3.9623250807319699,4650
930,5,C(930;1;151;371;414;426),5,3.9623250807319699,4650
930,5,C(930;1;163;391;410;451),5,3.9623250807319699,4650
930,5,C(930;1;170;271;299;377),5,3.9623250807319699,4650
930,5,C(930;1;177;314;331;413),5,3.9623250807319699,4650
930,5,C(930;1;298;313;373;399),5,3.9623250807319699,4650
