N,K,S,diameter,averageShortestPathLength,edges
753,5,C(753;1;10;49;183;227),5,3.7792553191489362,3765
753,5,C(753;1;18;77;240;364),5,3.7792553191489362,3765
753,5,C(753;1;20;27;92;292),5,3.7792553191489362,3765
753,5,C(753;1;21;49;261;369),5,3.7792553191489362,3765
753,5,C(753;1;26;169;263;309),5,3.7792553191489362,3765
753,5,C(753;1;29;75;97;370),5,3.7792553191489362,3765
753,5,C(753;1;35;272;288;295),5,3.7792553191489362,3765
753,5,C(753;1;36;78;88;347),5,3.7792553191489362,3765
753,5,C(753;1;36;139;160;187),5,3.7792553191489362,3765
753,5,C(753;1;39;113;136;146),5,3.7792553191489362,3765
753,5,C(753;1;43;116;336;352),5,3.7792553191489362,3765
753,5,C(753;1;57;98;221;226),5,3.7792553191489362,3765
753,5,C(753;1;65;81;107;142),5,3.7792553191489362,3765
753,5,C(753;1;69;108;159;292),5,3.7792553191489362,3765
753,5,C(753;1;80;100;132;175),5,3.7792553191489362,3765
753,5,C(753;1;128;190;302;330),5,3.7792553191489362,3765
753,5,C(753;1;217;271;282;360),5,3.7792553191489362,3765
