N,K,S,diameter,averageShortestPathLength,edges
1177,5,C(1177;1;25;83;212;361),6,4.1853741496598635,5885
1177,5,C(1177;1;27;112;156;585),6,4.1853741496598635,5885
1177,5,C(1177;1;32;336;344;549),6,4.1853741496598635,5885
1177,5,C(1177;1;41;259;432;456),6,4.1853741496598635,5885
1177,5,C(1177;1;50;275;466;505),6,4.1853741496598635,5885
1177,5,C(1177;1;61;204;493;571),6,4.1853741496598635,5885
1177,5,C(1177;1;75;133;453;488),6,4.1853741496598635,5885
1177,5,C(1177;1;83;113;120;298),6,4.1853741496598635,5885
1177,5,C(1177;1;85;313;414;444),6,4.1853741496598635,5885
1177,5,C(1177;1;116;156;180;369),6,4.1853741496598635,5885
1177,5,C(1177;1;125;218;301;414),6,4.1853741496598635,5885
1177,5,C(1177;1;138;291;409;538),6,4.1853741496598635,5885
1177,5,C(1177;1;140;245;286;480),6,4.1853741496598635,5885
1177,5,C(1177;1;145;177;328;455),6,4.1853741496598635,5885
1177,5,C(1177;1;161;416;448;494),6,4.1853741496598635,5885
1177,5,C(1177;1;179;306;343;583),6,4.1853741496598635,5885
1177,5,C(1177;1;185;274;344;565),6,4.1853741496598635,5885
1177,5,C(1177;1;187;227;296;501),6,4.1853741496598635,5885
1177,5,C(1177;1;305;331;461;578),6,4.1853741496598635,5885
