N,K,S,diameter,averageShortestPathLength,edges
1195,5,C(1195;1;9;429;501;534),6,4.1976549413735347,5975
1195,5,C(1195;1;11;151;246;381),6,4.1976549413735347,5975
1195,5,C(1195;1;14;66;253;273),6,4.1976549413735347,5975
1195,5,C(1195;1;34;191;354;374),6,4.1976549413735347,5975
1195,5,C(1195;1;34;349;392;509),6,4.1976549413735347,5975
1195,5,C(1195;1;36;203;344;493),6,4.1976549413735347,5975
1195,5,C(1195;1;39;351;419;511),6,4.1976549413735347,5975
1195,5,C(1195;1;44;229;291;559),6,4.1976549413735347,5975
1195,5,C(1195;1;54;274;342;554),6,4.1976549413735347,5975
1195,5,C(1195;1;69;244;336;436),6,4.1976549413735347,5975
1195,5,C(1195;1;74;131;231;326),6,4.1976549413735347,5975
1195,5,C(1195;1;118;297;372;503),6,4.1976549413735347,5975
1195,5,C(1195;1;141;223;232;337),6,4.1976549413735347,5975
1195,5,C(1195;1;141;414;449;516),6,4.1976549413735347,5975
1195,5,C(1195;1;166;238;256;578),6,4.1976549413735347,5975
1195,5,C(1195;1;186;246;261;363),6,4.1976549413735347,5975
1195,5,C(1195;1;222;312;339;477),6,4.1976549413735347,5975
1195,5,C(1195;1;269;409;459;584),6,4.1976549413735347,5975
1195,5,C(1195;1;339;446;454;531),6,4.1976549413735347,5975
1195,5,C(1195;1;469;519;541;557),6,4.1976549413735347,5975
